¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,ÐÂÀËÐÐÒµ,ÐÂÀË¸ÅÄî,ÐÂÀËµØÓò,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,ºó¸´È¨¼Û,Ç°¸´È¨¼Û,ÕÇµø·ù,³É½»Á¿,³É½»¶î,»»ÊÖÂÊ,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ,ÊÇ·ñÕÇÍ£,ÊÇ·ñµøÍ£,ÊÐÓ¯ÂÊTTM,ÊÐÏúÂÊTTM,ÊÐÏÖÂÊTTM,ÊÐ¾»ÂÊ,MA_5,MA_10,MA_20,MA_30,MA_60,MA½ð²æËÀ²æ,MACD_DIF,MACD_DEA,MACD_MACD,MACD_½ð²æËÀ²æ,KDJ_K,KDJ_D,KDJ_J,KDJ_½ð²æËÀ²æ,²¼ÁÖÏßÖÐ¹ì,²¼ÁÖÏßÉÏ¹ì,²¼ÁÖÏßÏÂ¹ì,psy,psyma,rsi1,rsi2,rsi3,Õñ·ù,Á¿±È
sh600001,ºªµ¦¸ÖÌú,2009-11-26,,,,5.920000,5.940000,5.510000,5.610000,14.550885,,-0.047538,81553946.000000,466748231.000000,0.028956,15800321350.000000,15800321350.000000,0.000000,0.000000,-714.469141,0.488435,5.504496,1.272694,,,,,,,,,,,70.712413,79.369713,53.397812,,,,,66.666667,66.666667,,,,0.073005,0.917581
sh600001,ºªµ¦¸ÖÌú,2009-11-25,,,,5.640000,5.900000,5.460000,5.890000,15.277129,,0.033333,98972493.000000,564567078.000000,0.035141,16588929190.000000,16588929190.000000,0.000000,0.000000,-750.128762,0.512813,5.779229,1.336215,,,,,,,,,,,82.288131,83.698363,79.467667,,,,,66.666667,66.666667,,,,0.077193,1.209299
sh600001,ºªµ¦¸ÖÌú,2009-11-24,,,,5.650000,6.040000,5.600000,5.700000,14.784323,,0.014235,148137740.000000,862696195.000000,0.052597,16053802440.000000,16053802440.000000,0.000000,0.000000,-725.931294,0.496271,5.592804,1.293112,,,,,,,,,,,81.326933,84.403479,75.173843,ËÀ²æ,,,,66.666667,68.055556,,,,0.078292,2.130968
sh600001,ºªµ¦¸ÖÌú,2009-11-23,,,,5.590000,5.650000,5.530000,5.620000,14.576822,,0.008977,60012743.000000,335263722.000000,0.021308,15828485920.000000,15828485920.000000,0.000000,0.000000,-715.742697,0.489305,5.514308,1.274963,,,,,,,,,,,89.885137,85.941751,97.771908,,,,,66.666667,69.444444,,,,0.021544,1.189483
sh600001,ºªµ¦¸ÖÌú,2009-11-20,,,,5.530000,5.620000,5.440000,5.570000,14.447130,,0.007233,55719517.000000,310071657.000000,0.019784,15687663090.000000,15687663090.000000,0.000000,0.000000,-709.374641,0.484952,5.465246,1.263620,,,,,,,,,,,87.506277,83.970058,94.578713,,,,,66.666667,69.444444,,,,0.032550,0.995035
sh600001,ºªµ¦¸ÖÌú,2009-11-19,,,,5.440000,5.540000,5.400000,5.530000,14.343385,,0.020295,46371989.000000,253387643.000000,0.016465,15575004830.000000,15575004830.000000,0.000000,0.000000,-704.280579,0.481470,5.426000,1.254545,,,,,,,,,,,85.976396,82.201949,93.525289,½ð²æ,,,,66.666667,69.444444,,,,0.025830,0.872715
sh600001,ºªµ¦¸ÖÌú,2009-11-18,,,,5.450000,5.480000,5.360000,5.420000,14.058076,,-0.003676,37341228.000000,201952711.000000,0.013258,15265194600.000000,15265194600.000000,0.000000,0.000000,-690.271519,0.471892,5.318070,1.229591,,,,,,,,,,,80.075705,80.314726,79.597663,ËÀ²æ,,,,66.666667,68.055556,,,,0.022059,0.706038
sh600001,ºªµ¦¸ÖÌú,2009-11-17,,,,5.490000,5.540000,5.410000,5.440000,14.109944,,0.001842,52818478.000000,288216611.000000,0.018754,15321523740.000000,15321523740.000000,0.000000,0.000000,-692.818319,0.473634,5.337691,1.234128,,,,,,,,,,,83.446891,80.434237,89.472199,,,,,75.000000,68.055556,,,,0.023941,0.934554
sh600001,ºªµ¦¸ÖÌú,2009-11-16,,,,5.230000,5.450000,5.220000,5.430000,14.084001,,0.044231,87736548.000000,468994343.000000,0.031151,15293359170.000000,15293359170.000000,0.000000,0.000000,-691.544494,0.472763,5.327877,1.231858,,,,,,,,,,,84.429596,78.927910,95.432967,,,,,75.000000,68.055556,,,,0.044231,1.494746
sh600001,ºªµ¦¸ÖÌú,2009-11-13,,,,5.190000,5.220000,5.090000,5.200000,13.487438,,-0.003831,41408305.000000,213352469.000000,0.014702,14645574160.000000,14645574160.000000,0.000000,0.000000,-662.252408,0.452738,5.102202,1.179680,,,,,,,,,,,78.685210,76.177067,83.701495,,,,,66.666667,66.666667,,,,0.024904,0.811557
sh600001,ºªµ¦¸ÖÌú,2009-11-12,,,,5.190000,5.270000,5.150000,5.220000,13.539308,,0.013592,45137393.000000,235210405.000000,0.016026,14701903290.000000,14701903290.000000,0.000000,0.000000,-664.799254,0.454479,5.121824,1.184217,,,,,,,,,,,80.818512,74.922995,92.609546,,,,,66.666667,66.666667,,,,0.023301,0.838393
sh600001,ºªµ¦¸ÖÌú,2009-11-11,,,,5.220000,5.290000,5.100000,5.150000,13.357749,,-0.011516,55485745.000000,288424784.000000,0.019701,14504751330.000000,14504751330.000000,0.000000,0.000000,-655.884472,0.448384,5.053141,1.168337,,,,,,,,,,,78.150845,71.975237,90.502062,,,,,58.333333,65.277778,,,,0.036468,1.071365
sh600001,ºªµ¦¸ÖÌú,2009-11-10,,,,5.270000,5.310000,5.190000,5.210000,13.513369,,-0.003824,63715216.000000,334572575.000000,0.022622,14673738720.000000,14673738720.000000,0.000000,0.000000,-663.525633,0.453608,5.112011,1.181948,,,,,,,,,,,79.533960,68.887433,100.827015,,,,,66.666667,65.277778,,,,0.022945,1.332112
sh600001,ºªµ¦¸ÖÌú,2009-11-09,,,,5.170000,5.270000,5.140000,5.230000,13.565242,,0.015534,49369754.000000,257478223.000000,0.017529,14730067860.000000,14730067860.000000,0.000000,0.000000,-666.072695,0.455349,5.131635,1.186485,,,,,,,,,,,76.993248,63.564169,103.851406,,,,,75.000000,62.500000,,,,0.025243,1.154054
sh600001,ºªµ¦¸ÖÌú,2009-11-06,,,,5.150000,5.250000,5.130000,5.150000,13.357743,,0.007828,55481871.000000,287385367.000000,0.019699,14504751330.000000,14504751330.000000,0.000000,0.000000,-655.884190,0.448384,5.053139,1.168336,,,,,,,,,,,68.768561,56.849630,92.606423,,,,,66.666667,58.333333,,,,0.023483,1.446010
sh600001,ºªµ¦¸ÖÌú,2009-11-05,,,,5.070000,5.130000,5.000000,5.110000,13.253991,,0.005906,34896206.000000,176944456.000000,0.012390,14392093070.000000,14392093070.000000,0.000000,0.000000,-650.789808,0.444901,5.013890,1.159262,,,,,,,,,,,61.627417,50.890164,83.101924,,,,,66.666667,54.166667,,,,0.025591,1.095697
sh600001,ºªµ¦¸ÖÌú,2009-11-04,,,,5.000000,5.120000,4.960000,5.080000,13.176173,,0.016000,35688046.000000,180326609.000000,0.012671,14307599370.000000,14307599370.000000,0.000000,0.000000,-646.968810,0.442289,4.984452,1.152455,,,,,,,,,,,51.532035,45.521537,63.553031,½ð²æ,,,,58.333333,51.388889,,,,0.032000,1.231668
sh600001,ºªµ¦¸ÖÌú,2009-11-03,,,,4.920000,5.050000,4.880000,5.000000,12.968674,,0.020408,38461203.000000,191947431.000000,0.013656,14082282850.000000,14082282850.000000,0.000000,0.000000,-636.780325,0.435324,4.905957,1.134306,,,,,,,,,,,41.091156,42.516289,38.240892,,,,,58.333333,50.000000,,,,0.034694,1.453119
sh600001,ºªµ¦¸ÖÌú,2009-11-02,,,,4.700000,4.910000,4.660000,4.900000,12.709302,,0.018711,27317365.000000,131048782.000000,0.009699,13800637190.000000,13800637190.000000,0.000000,0.000000,-624.044818,0.426618,4.807838,1.111620,,,,,,,,,,,32.326389,43.228855,10.521459,,,,,50.000000,50.000000,,,,0.051975,1.066385
sh600001,ºªµ¦¸ÖÌú,2009-10-30,,,,4.880000,4.900000,4.800000,4.810000,12.475866,,0.004175,22879262.000000,110688810.000000,0.008123,13547156100.000000,13547156100.000000,0.000000,0.000000,119.059611,0.393438,3.192805,1.102892,,,,,,,,,,,27.799929,48.680087,-13.960388,,,,,50.000000,51.388889,,,,0.020877,0.794003
sh600001,ºªµ¦¸ÖÌú,2009-10-29,,,,4.850000,4.860000,4.780000,4.790000,12.423996,,-0.030364,20530965.000000,99006684.000000,0.007290,13490826970.000000,13490826970.000000,0.000000,0.000000,118.564604,0.391802,3.179530,1.098307,,,,,,,,,,,38.439024,59.120166,-2.923261,,,,,41.666667,51.388889,,,,0.016194,0.639188
sh600001,ºªµ¦¸ÖÌú,2009-10-28,,,,4.950000,4.970000,4.820000,4.940000,12.813052,,-0.006036,23151365.000000,113557915.000000,0.008220,13913295450.000000,13913295450.000000,0.000000,0.000000,122.277436,0.404071,3.279097,1.132700,,,,,,,,,,,56.571579,69.460738,30.793263,,,,,50.000000,52.777778,,,,0.030181,0.694123
sh600001,ºªµ¦¸ÖÌú,2009-10-27,,,,5.170000,5.170000,4.960000,4.970000,12.890861,,-0.046065,34205024.000000,172779281.000000,0.012145,13997789150.000000,13997789150.000000,0.000000,0.000000,123.019984,0.406525,3.299010,1.139579,,,,,,,,,,,68.948278,75.905317,55.034201,ËÀ²æ,,,,50.000000,51.388889,,,,0.040307,0.869685
sh600001,ºªµ¦¸ÖÌú,2009-10-26,,,,5.150000,5.210000,5.100000,5.210000,13.513354,,0.013619,43308722.000000,223921359.000000,0.015377,14673738720.000000,14673738720.000000,0.000000,0.000000,128.960552,0.426156,3.458317,1.194608,,,,,,,,,,,84.104236,79.383836,93.545034,,,,,58.333333,50.000000,,,,0.021401,1.073060
sh600001,ºªµ¦¸ÖÌú,2009-10-23,,,,5.060000,5.240000,5.060000,5.140000,13.331788,,0.013807,39405924.000000,202731205.000000,0.013991,14476586760.000000,14476586760.000000,0.000000,0.000000,127.227836,0.420430,3.411851,1.178558,,,,,,,,,,,79.565444,77.023637,84.649059,,,,,58.333333,45.833333,,,,0.035503,0.920717
sh600001,ºªµ¦¸ÖÌú,2009-10-22,,,,5.120000,5.140000,5.060000,5.070000,13.150223,,-0.015534,26695924.000000,135818329.000000,0.009479,14279434800.000000,14279434800.000000,0.000000,0.000000,125.495125,0.414705,3.365385,1.162507,,,,,,,,,,,79.152088,75.752733,85.950798,,,,,50.000000,41.666667,,,,0.015534,0.632607
sh600001,ºªµ¦¸ÖÌú,2009-10-21,,,,5.090000,5.230000,5.030000,5.150000,13.357722,,0.011788,53036203.000000,272023923.000000,0.018831,14504751330.000000,14504751330.000000,0.000000,0.000000,127.475327,0.421248,3.418488,1.180850,,,,,,,,,,,84.414406,74.053055,105.137108,,,,,50.000000,37.500000,,,,0.039293,1.137881
sh600001,ºªµ¦¸ÖÌú,2009-10-20,,,,5.090000,5.120000,5.040000,5.090000,13.202095,,0.000000,39353272.000000,199736966.000000,0.013973,14335763940.000000,14335763940.000000,0.000000,0.000000,125.990155,0.416340,3.378660,1.167093,,,,,,,,,,,83.639153,68.872380,113.172700,,,,,41.666667,34.722222,,,,0.015717,0.854496
sh600001,ºªµ¦¸ÖÌú,2009-10-19,,,,4.900000,5.110000,4.880000,5.090000,13.202095,,0.030364,55504604.000000,279278801.000000,0.019707,14335763940.000000,14335763940.000000,0.000000,0.000000,125.990155,0.416340,3.378660,1.167093,,,,,,,,,,,78.137301,61.488993,111.433917,,,,,41.666667,33.333333,,,,0.046559,1.185200
sh600001,ºªµ¦¸ÖÌú,2009-10-16,,,,4.960000,4.990000,4.800000,4.940000,12.813040,,-0.004032,36409398.000000,177864370.000000,0.012927,13913295450.000000,13913295450.000000,0.000000,0.000000,122.277326,0.404071,3.279094,1.132699,,,,,,,,,,,68.721104,53.164839,99.833632,,,,,33.333333,33.333333,,,,0.038306,0.815948
sh600001,ºªµ¦¸ÖÌú,2009-10-15,,,,4.950000,5.060000,4.890000,4.960000,12.864912,,0.012245,48744652.000000,242485064.000000,0.017307,13969624580.000000,13969624580.000000,0.000000,0.000000,122.772344,0.405707,3.292369,1.137285,,,,,,,,,,,62.917721,45.386707,97.979748,,,,,33.333333,33.333333,,,,0.034694,1.115066
sh600001,ºªµ¦¸ÖÌú,2009-10-14,,,,4.900000,4.990000,4.850000,4.900000,12.709286,,0.000000,50259884.000000,247217529.000000,0.017845,13800637190.000000,13800637190.000000,0.000000,0.000000,121.287183,0.400799,3.252541,1.123527,,,,,,,,,,,52.573303,36.621201,84.477507,,,,,25.000000,33.333333,,,,0.028571,1.327643
sh600001,ºªµ¦¸ÖÌú,2009-10-13,,,,4.760000,4.910000,4.730000,4.900000,12.709286,,0.022965,43238635.000000,209365253.000000,0.015352,13800637190.000000,13800637190.000000,0.000000,0.000000,121.287183,0.400799,3.252541,1.123527,,,,,,,,,,,37.950863,28.645150,56.562290,,,,,33.333333,36.111111,,,,0.037578,1.268380
sh600001,ºªµ¦¸ÖÌú,2009-10-12,,,,4.890000,4.890000,4.720000,4.790000,12.423970,,-0.020450,44458452.000000,212222713.000000,0.015785,13490826970.000000,13490826970.000000,0.000000,0.000000,118.564352,0.391801,3.179523,1.098305,,,,,,,,,,,26.104377,23.992293,30.328544,½ð²æ,,,,33.333333,37.500000,,,,0.034765,1.412719
sh600001,ºªµ¦¸ÖÌú,2009-10-09,,,,4.660000,4.940000,4.660000,4.890000,12.683344,,0.060738,31871315.000000,152541467.000000,0.011316,13772472620.000000,13772472620.000000,0.000000,0.000000,121.039612,0.399981,3.245902,1.121234,,,,,,,,,,,22.324882,22.936251,21.102143,,,,,41.666667,38.888889,,,,0.060738,1.148022
sh600001,ºªµ¦¸ÖÌú,2009-09-30,,,,4.570000,4.640000,4.560000,4.610000,11.957094,,0.013187,19454125.000000,89486206.000000,0.006907,12983864780.000000,12983864780.000000,0.000000,0.000000,114.108868,0.377078,3.060041,1.057032,,,,,,,,,,,14.356888,23.241936,-3.413207,,,,,33.333333,40.277778,,,,0.017582,0.674968
sh600001,ºªµ¦¸ÖÌú,2009-09-29,,,,4.680000,4.720000,4.450000,4.550000,11.801468,,-0.029851,31425682.000000,143051756.000000,0.011158,12814877390.000000,12814877390.000000,0.000000,0.000000,112.623699,0.372170,3.020214,1.043274,,,,,,,,,,,15.333782,27.684460,-9.367574,,,,,33.333333,44.444444,,,,0.057569,0.905867
sh600001,ºªµ¦¸ÖÌú,2009-09-28,,,,4.900000,4.940000,4.650000,4.690000,12.164594,,-0.038934,30141083.000000,144294709.000000,0.010702,13209181310.000000,13209181310.000000,0.000000,0.000000,116.089074,0.383622,3.113144,1.075375,,,,,,,,,,,19.124704,33.859799,-10.345487,,,,,41.666667,48.611111,,,,0.059426,0.597721
sh600001,ºªµ¦¸ÖÌú,2009-09-25,,,,4.920000,4.950000,4.830000,4.880000,12.657397,,-0.006110,25917500.000000,126938746.000000,0.009202,13744308060.000000,13744308060.000000,0.000000,0.000000,120.791989,0.399163,3.239262,1.118940,,,,,,,,,,,26.852193,41.227346,-1.898113,,,,,41.666667,51.388889,,,,0.024440,0.485730
sh600001,ºªµ¦¸ÖÌú,2009-09-24,,,,4.950000,5.000000,4.710000,4.910000,12.735209,,-0.014056,37173081.000000,181168462.000000,0.013199,13828801750.000000,13828801750.000000,0.000000,0.000000,121.534566,0.401617,3.259175,1.125819,,,,,,,,,,,32.025862,48.414923,-0.752259,,,,,41.666667,52.777778,,,,0.058233,0.605368
sh600001,ºªµ¦¸ÖÌú,2009-09-23,,,,5.140000,5.180000,4.930000,4.980000,12.916767,,-0.031128,48799052.000000,244120216.000000,0.017326,14025953710.000000,14025953710.000000,0.000000,0.000000,123.267210,0.407342,3.305639,1.141869,,,,,,,,,,,38.330056,56.609453,1.771261,,,,,50.000000,52.777778,,,,0.048638,0.794129
sh600001,ºªµ¦¸ÖÌú,2009-09-22,,,,5.460000,5.460000,5.010000,5.140000,13.331758,,-0.058608,110102596.000000,571255139.000000,0.039093,14476586760.000000,14476586760.000000,0.000000,0.000000,127.227549,0.420429,3.411843,1.178555,,,,,,,,,,,54.408664,65.749152,31.727688,ËÀ²æ,,,,58.333333,51.388889,,,,0.082418,1.839356
sh600001,ºªµ¦¸ÖÌú,2009-09-16,,,,5.600000,5.600000,5.380000,5.460000,14.161750,,-0.028470,44796947.000000,245135552.000000,0.015905,15377852870.000000,15377852870.000000,0.000000,0.000000,135.148322,0.446604,3.624253,1.251928,,,,,,,,,,,72.708886,71.419396,75.287867,,,,,58.333333,48.611111,,,,0.039146,1.000206
sh600001,ºªµ¦¸ÖÌú,2009-09-15,,,,5.550000,5.740000,5.480000,5.620000,14.576750,,0.012613,66156877.000000,370594135.000000,0.023489,15828485920.000000,15828485920.000000,0.000000,0.000000,139.108748,0.459691,3.730460,1.288615,,,,,,,,,,,81.643974,70.774651,103.382621,,,,,58.333333,45.833333,,,,0.046847,1.481938
sh600001,ºªµ¦¸ÖÌú,2009-09-14,,,,5.490000,5.580000,5.460000,5.550000,14.395183,,0.010929,37393585.000000,206707972.000000,0.013277,15631333960.000000,15631333960.000000,0.000000,0.000000,137.376024,0.453965,3.683993,1.272564,,,,,,,,,,,80.158269,65.339989,109.794829,,,,,50.000000,43.055556,,,,0.021858,0.974042
sh600001,ºªµ¦¸ÖÌú,2009-09-11,,,,5.410000,5.540000,5.300000,5.490000,14.239559,,0.007339,40846505.000000,222656523.000000,0.014503,15462346560.000000,15462346560.000000,0.000000,0.000000,135.890872,0.449058,3.644166,1.258806,,,,,,,,,,,72.940106,57.930849,102.958621,,,,,41.666667,43.055556,,,,0.044037,1.180859
sh600001,ºªµ¦¸ÖÌú,2009-09-10,,,,5.550000,5.590000,5.430000,5.450000,14.135816,,-0.018018,34744618.000000,191022503.000000,0.012336,15349688300.000000,15349688300.000000,0.000000,0.000000,134.900835,0.445786,3.617617,1.249635,,,,,,,,,,,65.903666,50.426220,96.858557,,,,,41.666667,44.444444,,,,0.028829,1.074670
sh600001,ºªµ¦¸ÖÌú,2009-09-09,,,,5.400000,5.580000,5.280000,5.550000,14.395189,,0.029685,44069139.000000,239890750.000000,0.015647,15631333960.000000,15631333960.000000,0.000000,0.000000,137.376077,0.453966,3.683995,1.272564,,,,,,,,,,,57.946408,42.687497,88.464228,,,,,41.666667,45.833333,,,,0.055659,1.276786
sh600001,ºªµ¦¸ÖÌú,2009-09-08,,,,5.300000,5.400000,5.120000,5.390000,13.980187,,0.011257,34896719.000000,184918291.000000,0.012390,15180700910.000000,15180700910.000000,0.000000,0.000000,133.415634,0.440878,3.577788,1.235877,,,,,,,,,,,45.442339,35.058042,66.210932,,,,,41.666667,45.833333,,,,0.052533,1.214780
sh600001,ºªµ¦¸ÖÌú,2009-09-07,,,,5.360000,5.480000,5.290000,5.330000,13.824564,,0.000000,18395498.000000,99083110.000000,0.006531,15011713510.000000,15011713510.000000,0.000000,0.000000,131.930493,0.435970,3.537961,1.222120,,,,,,,,,,,39.945686,29.865894,60.105271,,,,,41.666667,45.833333,,,,0.035647,0.720128
sh600001,ºªµ¦¸ÖÌú,2009-09-04,,,,5.350000,5.430000,5.240000,5.330000,13.824564,,-0.009294,29546460.000000,157390527.000000,0.010491,15011713510.000000,15011713510.000000,0.000000,0.000000,131.930493,0.435970,3.537961,1.222120,,,,,,,,,,,34.671005,24.825997,54.361019,,,,,50.000000,47.222222,,,,0.035316,1.041040
sh600001,ºªµ¦¸ÖÌú,2009-09-03,,,,4.970000,5.470000,4.960000,5.380000,13.954255,,0.082495,45670541.000000,240589628.000000,0.016216,15152536340.000000,15152536340.000000,0.000000,0.000000,133.168158,0.440060,3.571152,1.233585,,,,,,,,,,,26.758982,19.903494,40.469959,½ð²æ,,,,50.000000,47.222222,,,,0.102616,1.586157
sh600001,ºªµ¦¸ÖÌú,2009-09-02,,,,4.900000,5.000000,4.850000,4.970000,12.890826,,0.014286,15124673.000000,74573440.000000,0.005370,13997789150.000000,13997789150.000000,0.000000,0.000000,123.019651,0.406524,3.299001,1.139576,,,,,,,,,,,13.471806,16.475749,7.463920,,,,,50.000000,48.611111,,,,0.030612,0.619169
sh600001,ºªµ¦¸ÖÌú,2009-09-01,,,,4.890000,5.000000,4.820000,4.900000,12.709262,,0.000000,18986673.000000,93326526.000000,0.006741,13800637190.000000,13800637190.000000,0.000000,0.000000,121.286946,0.400798,3.252535,1.123525,,,,,,,,,,,13.326976,17.977721,4.025485,,,,,41.666667,50.000000,,,,0.036735,0.751473
sh600001,ºªµ¦¸ÖÌú,2009-08-31,,,,5.300000,5.300000,4.850000,4.900000,12.709262,,-0.090909,32579972.000000,162326968.000000,0.011568,13800637190.000000,13800637190.000000,0.000000,0.000000,121.286946,0.400798,3.252535,1.123525,,,,,,,,,,,16.320739,20.303094,8.356029,,,,,41.666667,52.777778,,,,0.083488,1.194928
sh600001,ºªµ¦¸ÖÌú,2009-08-28,,,,5.650000,5.700000,5.300000,5.390000,13.980186,,-0.049383,31604199.000000,171162823.000000,0.011221,15180700910.000000,15180700910.000000,0.000000,0.000000,133.415627,0.440878,3.577788,1.235877,,,,,,,,,,,22.122618,22.294271,21.779310,ËÀ²æ,,,,50.000000,54.166667,,,,0.070547,1.236101
sh600001,ºªµ¦¸ÖÌú,2009-08-27,,,,5.670000,5.830000,5.580000,5.670000,14.706434,,-0.001761,23841290.000000,135752113.000000,0.008465,15969308750.000000,15969308750.000000,0.000000,0.000000,140.346351,0.463781,3.763648,1.300079,,,,,,,,,,,27.487724,22.380098,37.702975,,,,,50.000000,52.777778,,,,0.044014,0.886188
sh600001,ºªµ¦¸ÖÌú,2009-08-26,,,,5.490000,5.790000,5.390000,5.680000,14.732378,,0.027125,19317519.000000,108881584.000000,0.006859,15997473310.000000,15997473310.000000,0.000000,0.000000,140.593937,0.464599,3.770288,1.302373,,,,,,,,,,,22.354035,19.826285,27.409533,,,,,58.333333,50.000000,,,,0.072333,0.666952
