¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,ÐÂÀËÐÐÒµ,ÐÂÀË¸ÅÄî,ÐÂÀËµØÓò,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,ºó¸´È¨¼Û,Ç°¸´È¨¼Û,ÕÇµø·ù,³É½»Á¿,³É½»¶î,»»ÊÖÂÊ,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ,ÊÇ·ñÕÇÍ£,ÊÇ·ñµøÍ£,ÊÐÓ¯ÂÊTTM,ÊÐÏúÂÊTTM,ÊÐÏÖÂÊTTM,ÊÐ¾»ÂÊ,MA_5,MA_10,MA_20,MA_30,MA_60,MA½ð²æËÀ²æ,MACD_DIF,MACD_DEA,MACD_MACD,MACD_½ð²æËÀ²æ,KDJ_K,KDJ_D,KDJ_J,KDJ_½ð²æËÀ²æ,²¼ÁÖÏßÖÐ¹ì,²¼ÁÖÏßÉÏ¹ì,²¼ÁÖÏßÏÂ¹ì,psy,psyma,rsi1,rsi2,rsi3,Õñ·ù,Á¿±È
sh600001,ºªµ¦¸ÖÌú,2009-04-13,,,,4.260000,4.450000,4.240000,4.390000,11.386497,,0.030516,84078836.000000,365816421.000000,0.032229,11452457660.000000,12364244340.000000,0.000000,0.000000,20.632290,0.331843,4.778438,1.012301,,,,,,,,,,,55.079987,53.035672,59.168618,½ð²æ,,,,66.666667,58.333333,,,,0.049296,1.710889
sh600001,ºªµ¦¸ÖÌú,2009-04-10,,,,4.240000,4.270000,4.180000,4.260000,11.049316,,0.009479,41347313.000000,175051209.000000,0.015849,11113318820.000000,11998104980.000000,0.000000,0.000000,20.021319,0.322016,4.636937,0.982324,,,,,,,,,,,44.158442,52.013514,28.448298,,,,,58.333333,59.722222,,,,0.021327,0.907673
sh600001,ºªµ¦¸ÖÌú,2009-04-09,,,,4.150000,4.230000,4.140000,4.220000,10.945563,,0.007160,32780006.000000,137415168.000000,0.012565,11008968410.000000,11885446720.000000,0.000000,0.000000,19.833319,0.318992,4.593397,0.973100,,,,,,,,,,,44.442792,55.941050,21.446274,,,,,50.000000,62.500000,,,,0.021480,0.584898
sh600001,ºªµ¦¸ÖÌú,2009-04-08,,,,4.260000,4.300000,4.180000,4.190000,10.867750,,-0.021028,50122094.000000,212192403.000000,0.019213,10930705600.000000,11800953020.000000,0.000000,0.000000,19.692322,0.316724,4.560742,0.966182,,,,,,,,,,,49.997521,61.690180,26.612203,,,,,50.000000,66.666667,,,,0.028037,0.734504
sh600001,ºªµ¦¸ÖÌú,2009-04-07,,,,4.320000,4.340000,4.220000,4.280000,11.101186,,-0.006961,37388617.000000,159954422.000000,0.014332,11165494030.000000,12054434120.000000,0.000000,0.000000,20.115307,0.323528,4.658705,0.986935,,,,,,,,,,,62.175768,67.536509,51.454286,,,,,58.333333,69.444444,,,,0.027842,0.535864
sh600001,ºªµ¦¸ÖÌú,2009-04-03,,,,4.430000,4.460000,4.270000,4.310000,11.179003,,-0.022676,66127344.000000,287216647.000000,0.025348,11243756840.000000,12138927810.000000,0.000000,0.000000,20.256311,0.325795,4.691362,0.993854,,,,,,,,,,,68.904678,70.216880,66.280274,ËÀ²æ,,,,66.666667,70.833333,,,,0.043084,0.881329
sh600001,ºªµ¦¸ÖÌú,2009-04-02,,,,4.400000,4.480000,4.370000,4.410000,11.438379,,0.006849,93801956.000000,413248212.000000,0.035957,11504632870.000000,12420573470.000000,0.000000,0.000000,20.726301,0.333355,4.800211,1.016913,,,,,,,,,,,75.151889,70.872981,83.709704,,,,,75.000000,70.833333,,,,0.025114,1.130599
sh600001,ºªµ¦¸ÖÌú,2009-04-01,,,,4.350000,4.410000,4.300000,4.380000,11.360571,,0.002288,93756921.000000,409420358.000000,0.035939,11426370060.000000,12336079770.000000,0.000000,0.000000,20.585312,0.331087,4.767558,1.009996,,,,,,,,,,,71.702192,68.733527,77.639522,,,,,75.000000,69.444444,,,,0.025172,1.328401
sh600001,ºªµ¦¸ÖÌú,2009-03-31,,,,4.190000,4.410000,4.090000,4.370000,11.334637,,0.025822,57788040.000000,241882768.000000,0.022152,11400282450.000000,12307915210.000000,0.000000,0.000000,20.538320,0.330331,4.756675,1.007690,,,,,,,,,,,68.364098,67.249194,70.593907,½ð²æ,,,,75.000000,68.055556,,,,0.075117,0.964316
sh600001,ºªµ¦¸ÖÌú,2009-03-30,,,,4.360000,4.360000,4.230000,4.260000,11.049321,,-0.025172,63682791.000000,272003651.000000,0.024411,11113318820.000000,11998104980.000000,0.000000,0.000000,11.902650,0.323502,6.790131,0.964712,,,,,,,,,,,63.796148,66.691742,58.004959,ËÀ²æ,,,,66.666667,66.666667,,,,0.029748,1.066776
sh600001,ºªµ¦¸ÖÌú,2009-03-27,,,,4.290000,4.460000,4.200000,4.370000,11.334637,,0.030660,105803402.000000,461165500.000000,0.040557,11400282450.000000,12307915210.000000,0.000000,0.000000,12.210000,0.331856,6.965466,0.989623,,,,,,,,,,,70.694222,68.139539,75.803586,½ð²æ,,,,66.666667,65.277778,,,,0.061321,1.719053
sh600001,ºªµ¦¸ÖÌú,2009-03-26,,,,4.130000,4.250000,4.130000,4.240000,10.997455,,0.029126,31862762.000000,133639063.000000,0.012214,11061143620.000000,11941775850.000000,0.000000,0.000000,11.846778,0.321984,6.758257,0.960183,,,,,,,,,,,65.823941,66.862198,63.747427,,,,,66.666667,63.888889,,,,0.029126,0.590991
sh600001,ºªµ¦¸ÖÌú,2009-03-25,,,,4.260000,4.260000,4.110000,4.120000,10.686208,,-0.037383,40495160.000000,169766390.000000,0.015523,10748092380.000000,11603801060.000000,0.000000,0.000000,11.511494,0.312871,6.566987,0.933008,,,,,,,,,,,64.693358,67.381327,59.317421,ËÀ²æ,,,,66.666667,62.500000,,,,0.035047,0.697181
sh600001,ºªµ¦¸ÖÌú,2009-03-24,,,,4.330000,4.360000,4.230000,4.280000,11.101205,,0.000000,56638366.000000,243124738.000000,0.021711,11165494030.000000,12054434120.000000,0.000000,0.000000,11.958540,0.325021,6.822015,0.969242,,,,,,,,,,,75.763442,68.725311,89.839703,,,,,66.666667,61.111111,,,,0.030374,0.932871
sh600001,ºªµ¦¸ÖÌú,2009-03-23,,,,4.270000,4.390000,4.250000,4.280000,11.101205,,0.009434,72937787.000000,314745633.000000,0.027959,11165494030.000000,12054434120.000000,0.000000,0.000000,11.958540,0.325021,6.822015,0.969242,,,,,,,,,,,75.347290,65.206246,95.629379,,,,,66.666667,58.333333,,,,0.033019,1.300750
sh600001,ºªµ¦¸ÖÌú,2009-03-20,,,,4.210000,4.300000,4.160000,4.240000,10.997455,,0.009524,67636584.000000,286729726.000000,0.025927,11061143620.000000,11941775850.000000,0.000000,0.000000,11.846777,0.321984,6.758257,0.960183,,,,,,,,,,,74.723063,60.135723,103.897742,,,,,58.333333,54.166667,,,,0.033333,1.531064
sh600001,ºªµ¦¸ÖÌú,2009-03-19,,,,4.140000,4.200000,4.060000,4.200000,10.893703,,0.014493,52712926.000000,218278071.000000,0.020206,10956793210.000000,11829117590.000000,0.000000,0.000000,11.735013,0.318946,6.694499,0.951125,,,,,,,,,,,68.902776,52.842054,101.024221,,,,,58.333333,51.388889,,,,0.033816,1.560622
sh600001,ºªµ¦¸ÖÌú,2009-03-18,,,,4.100000,4.220000,4.090000,4.140000,10.738076,,0.009756,53644489.000000,223874888.000000,0.020563,10800267590.000000,11660130200.000000,0.000000,0.000000,11.567367,0.314390,6.598862,0.937537,,,,,,,,,,,56.131942,44.811692,78.772442,,,,,58.333333,48.611111,,,,0.031707,1.963716
sh600001,ºªµ¦¸ÖÌú,2009-03-17,,,,4.020000,4.120000,4.000000,4.100000,10.634328,,0.027569,33436461.000000,135906034.000000,0.012817,10695917180.000000,11547471930.000000,0.000000,0.000000,11.455606,0.311352,6.535105,0.928479,,,,,,,,,,,45.309024,39.151568,57.623938,,,,,58.333333,44.444444,,,,0.030075,1.319587
sh600001,ºªµ¦¸ÖÌú,2009-03-16,,,,3.950000,4.000000,3.920000,3.990000,10.349016,,0.007576,13450546.000000,53385079.000000,0.005156,10408953550.000000,11237661710.000000,0.000000,0.000000,11.148260,0.302999,6.359773,0.903568,,,,,,,,,,,36.384589,36.072839,37.008090,,,,,50.000000,40.277778,,,,0.020202,0.589461
sh600001,ºªµ¦¸ÖÌú,2009-03-13,,,,4.060000,4.060000,3.940000,3.960000,10.271201,,-0.010000,15639931.000000,62420080.000000,0.005995,10330690740.000000,11153168010.000000,0.000000,0.000000,11.064436,0.300721,6.311953,0.896774,,,,,,,,,,,37.471621,35.916964,40.580934,,,,,41.666667,38.888889,,,,0.030000,0.573432
sh600001,ºªµ¦¸ÖÌú,2009-03-12,,,,4.030000,4.030000,3.920000,4.000000,10.374951,,-0.007444,20417812.000000,81036435.000000,0.007827,10435041150.000000,11265826280.000000,0.000000,0.000000,11.176198,0.303758,6.375710,0.905833,,,,,,,,,,,39.540764,35.139636,48.343022,,,,,41.666667,38.888889,,,,0.027295,0.663412
sh600001,ºªµ¦¸ÖÌú,2009-03-11,,,,4.060000,4.190000,4.000000,4.030000,10.452761,,0.010025,43748104.000000,179322262.000000,0.016770,10513303960.000000,11350319970.000000,0.000000,0.000000,11.260017,0.306036,6.423527,0.912626,,,,,,,,,,,37.882575,32.939071,47.769583,,,,,41.666667,38.888889,,,,0.047619,1.165933
sh600001,ºªµ¦¸ÖÌú,2009-03-10,,,,3.900000,3.990000,3.860000,3.990000,10.349012,,0.015267,20835601.000000,81821565.000000,0.007987,10408953550.000000,11237661710.000000,0.000000,0.000000,11.148256,0.302999,6.359770,0.903568,,,,,,,,,,,31.823863,30.467319,34.536950,,,,,33.333333,38.888889,,,,0.033079,0.548905
sh600001,ºªµ¦¸ÖÌú,2009-03-09,,,,4.120000,4.170000,3.920000,3.930000,10.193390,,-0.043796,35729801.000000,144242618.000000,0.013696,10252427930.000000,11068674320.000000,0.000000,0.000000,10.980615,0.298442,6.264136,0.889981,,,,,,,,,,,30.027461,29.789047,30.504288,,,,,33.333333,40.277778,,,,0.060827,0.884599
sh600001,ºªµ¦¸ÖÌú,2009-03-06,,,,4.050000,4.120000,4.010000,4.110000,10.660267,,0.000000,33153454.000000,134653467.000000,0.012709,10722004780.000000,11575636500.000000,0.000000,0.000000,11.483549,0.312112,6.551045,0.930744,,,,,,,,,,,34.856006,29.669840,45.228338,,,,,41.666667,40.277778,,,,0.026764,0.863330
sh600001,ºªµ¦¸ÖÌú,2009-03-05,,,,4.200000,4.240000,4.010000,4.110000,10.660267,,-0.007246,54142934.000000,223730720.000000,0.020754,10722004780.000000,11575636500.000000,0.000000,0.000000,11.483549,0.312112,6.551045,0.930744,,,,,,,,,,,30.314313,27.076757,36.789423,,,,,41.666667,38.888889,,,,0.055556,1.359550
sh600001,ºªµ¦¸ÖÌú,2009-03-04,,,,3.940000,4.180000,3.920000,4.140000,10.738075,,0.045455,45930705.000000,187319154.000000,0.017606,10800267590.000000,11660130200.000000,0.000000,0.000000,11.567366,0.314390,6.598861,0.937537,,,,,,,,,,,26.392521,25.457980,28.261605,½ð²æ,,,,41.666667,38.888889,,,,0.065657,1.224259
sh600001,ºªµ¦¸ÖÌú,2009-03-03,,,,3.880000,4.050000,3.820000,3.960000,10.271198,,0.002532,32997861.000000,129591349.000000,0.012649,10330690740.000000,11153168010.000000,0.000000,0.000000,11.064432,0.300720,6.311951,0.896774,,,,,,,,,,,18.536151,24.990709,5.627033,,,,,41.666667,40.277778,,,,0.058228,0.898642
sh600001,ºªµ¦¸ÖÌú,2009-03-02,,,,3.880000,3.970000,3.840000,3.950000,10.245257,,0.012821,25784170.000000,101305126.000000,0.009884,10304603130.000000,11125003450.000000,0.000000,0.000000,11.036488,0.299961,6.296010,0.894509,,,,,,,,,,,18.593700,28.217988,-0.654878,,,,,41.666667,43.055556,,,,0.033333,0.593027
sh600001,ºªµ¦¸ÖÌú,2009-02-27,,,,4.000000,4.020000,3.820000,3.900000,10.115565,,-0.037037,40265050.000000,157418882.000000,0.015435,10174165120.000000,10984180620.000000,0.000000,0.000000,10.896780,0.296164,6.216310,0.883186,,,,,,,,,,,19.337918,33.030133,-8.046512,,,,,33.333333,47.222222,,,,0.049383,0.795312
sh600001,ºªµ¦¸ÖÌú,2009-02-26,,,,4.260000,4.300000,3.950000,4.050000,10.504625,,-0.049296,42608025.000000,178026608.000000,0.016333,10565479160.000000,11406649100.000000,0.000000,0.000000,11.315886,0.307555,6.455399,0.917154,,,,,,,,,,,25.435448,39.876240,-3.446136,,,,,33.333333,52.777778,,,,0.082160,0.782013
sh600001,ºªµ¦¸ÖÌú,2009-02-25,,,,4.320000,4.360000,4.160000,4.260000,11.049312,,-0.006993,41943384.000000,178793796.000000,0.016078,11113318820.000000,11998104980.000000,0.000000,0.000000,11.902639,0.323502,6.790125,0.964711,,,,,,,,,,,33.102667,47.096637,5.114728,,,,,41.666667,58.333333,,,,0.046620,0.688505
sh600001,ºªµ¦¸ÖÌú,2009-02-24,,,,4.470000,4.480000,4.280000,4.290000,11.127123,,-0.055066,66793847.000000,292032472.000000,0.025604,11191581630.000000,12082598680.000000,0.000000,0.000000,11.986460,0.325780,6.837943,0.971505,,,,,,,,,,,43.243744,54.093621,21.543990,,,,,50.000000,63.888889,,,,0.044053,0.986701
sh600001,ºªµ¦¸ÖÌú,2009-02-23,,,,4.500000,4.580000,4.400000,4.540000,11.775556,,-0.004386,61529542.000000,276598514.000000,0.023586,11843771700.000000,12786712820.000000,0.000000,0.000000,12.684971,0.344765,7.236423,1.028119,,,,,,,,,,,53.556093,59.518560,41.631158,,,,,58.333333,69.444444,,,,0.039474,0.754450
sh600001,ºªµ¦¸ÖÌú,2009-02-20,,,,4.510000,4.570000,4.390000,4.560000,11.827431,,0.027027,59550329.000000,266662875.000000,0.022827,11895946910.000000,12843041950.000000,0.000000,0.000000,12.740852,0.346284,7.268302,1.032648,,,,,,,,,,,54.143663,62.499793,37.431401,,,,,66.666667,72.222222,,,,0.040541,0.621731
sh600001,ºªµ¦¸ÖÌú,2009-02-19,,,,4.320000,4.520000,4.300000,4.440000,11.516183,,0.042254,74780630.000000,328847103.000000,0.028665,11582895670.000000,12505067170.000000,0.000000,0.000000,12.405567,0.337171,7.077031,1.005473,,,,,,,,,,,53.834542,66.677859,28.147907,,,,,66.666667,72.222222,,,,0.051643,0.739324
sh600001,ºªµ¦¸ÖÌú,2009-02-18,,,,4.470000,4.550000,4.240000,4.260000,11.049306,,-0.073913,75816057.000000,332989782.000000,0.029062,11113318820.000000,11998104980.000000,0.000000,0.000000,11.902633,0.323502,6.790121,0.964710,,,,,,,,,,,60.513717,73.099517,35.342117,,,,,66.666667,73.611111,,,,0.067391,0.736221
sh600001,ºªµ¦¸ÖÌú,2009-02-17,,,,4.880000,4.940000,4.570000,4.600000,11.931175,,-0.049587,136100827.000000,646756470.000000,0.052171,12000297320.000000,12955700220.000000,0.000000,0.000000,12.852608,0.349321,7.332056,1.041706,,,,,,,,,,,77.727097,79.392417,74.396458,ËÀ²æ,,,,75.000000,76.388889,,,,0.076446,1.269491
sh600001,ºªµ¦¸ÖÌú,2009-02-16,,,,4.460000,4.840000,4.420000,4.840000,12.553674,,0.100000,132659374.000000,612352808.000000,0.050852,12626399790.000000,13631649790.000000,1.000000,0.000000,13.523182,0.367547,7.714600,1.096056,,,,,,,,,,,83.937585,80.225077,91.362600,½ð²æ,,,,83.333333,76.388889,,,,0.095455,1.373863
sh600001,ºªµ¦¸ÖÌú,2009-02-13,,,,4.230000,4.440000,4.170000,4.400000,11.412431,,0.035294,86379382.000000,372932670.000000,0.033111,11478545260.000000,12392408900.000000,0.000000,0.000000,12.293802,0.334134,7.013272,0.996415,,,,,,,,,,,75.906377,78.368823,70.981485,,,,,75.000000,73.611111,,,,0.063529,0.953244
sh600001,ºªµ¦¸ÖÌú,2009-02-12,,,,4.390000,4.440000,4.100000,4.250000,11.023372,,-0.027460,83944713.000000,354518210.000000,0.032178,11087231220.000000,11969940420.000000,0.000000,0.000000,11.874696,0.322743,6.774184,0.962446,,,,,,,,,,,75.687523,79.600046,67.862476,ËÀ²æ,,,,66.666667,72.222222,,,,0.077803,0.967502
sh600001,ºªµ¦¸ÖÌú,2009-02-11,,,,4.390000,4.620000,4.320000,4.370000,11.334621,,-0.026726,96960440.000000,434295126.000000,0.037167,11400282450.000000,12307915210.000000,0.000000,0.000000,12.209982,0.331855,6.965456,0.989621,,,,,,,,,,,83.423757,81.556308,87.158657,,,,,75.000000,72.222222,,,,0.066815,1.050118
sh600001,ºªµ¦¸ÖÌú,2009-02-10,,,,4.430000,4.500000,4.270000,4.490000,11.645868,,0.015837,82853018.000000,364736186.000000,0.031760,11713333690.000000,12645889990.000000,0.000000,0.000000,12.545267,0.340968,7.156726,1.016796,,,,,,,,,,,88.293531,80.622583,103.635426,,,,,83.333333,70.833333,,,,0.052036,0.936356
sh600001,ºªµ¦¸ÖÌú,2009-02-09,,,,4.150000,4.450000,4.150000,4.420000,11.464308,,0.072816,102943817.000000,440114867.000000,0.039461,11530720470.000000,12448738030.000000,0.000000,0.000000,12.349685,0.335652,7.045152,1.000944,,,,,,,,,,,83.042706,76.787109,95.553899,,,,,75.000000,68.055556,,,,0.072816,1.272171
sh600001,ºªµ¦¸ÖÌú,2009-02-06,,,,4.020000,4.130000,4.020000,4.120000,10.686183,,0.027431,67119819.000000,273853762.000000,0.025729,10748092380.000000,11603801060.000000,0.000000,0.000000,11.511466,0.312870,6.566972,0.933006,,,,,,,,,,,76.487136,73.659311,82.142786,,,,,66.666667,65.277778,,,,0.027431,1.037441
sh600001,ºªµ¦¸ÖÌú,2009-02-05,,,,4.010000,4.200000,3.960000,4.010000,10.400876,,0.005013,111787393.000000,458856747.000000,0.042851,10461128750.000000,11293990840.000000,0.000000,0.000000,11.204126,0.304517,6.391643,0.908096,,,,,,,,,,,72.277873,72.245398,72.342823,,,,,66.666667,62.500000,,,,0.060150,2.018637
sh600001,ºªµ¦¸ÖÌú,2009-02-04,,,,3.800000,4.050000,3.790000,3.990000,10.348997,,0.052770,77718694.000000,304325233.000000,0.029791,10408953550.000000,11237661710.000000,0.000000,0.000000,11.148240,0.302998,6.359761,0.903567,,,,,,,,,,,75.689537,72.229161,82.610290,,,,,66.666667,61.111111,,,,0.068602,2.133243
sh600001,ºªµ¦¸ÖÌú,2009-02-03,,,,3.740000,3.790000,3.690000,3.790000,9.830254,,0.013369,45029186.000000,168751004.000000,0.017261,9887201490.000000,10674370400.000000,0.000000,0.000000,10.589435,0.287811,6.040979,0.858275,,,,,,,,,,,71.034306,70.498972,72.104972,½ð²æ,,,,66.666667,61.111111,,,,0.026738,1.734262
sh600001,ºªµ¦¸ÖÌú,2009-02-02,,,,3.750000,3.760000,3.700000,3.740000,9.700568,,0.005376,21832203.000000,81350361.000000,0.008369,9756763470.000000,10533547570.000000,0.000000,0.000000,10.449733,0.284014,5.961282,0.846953,,,,,,,,,,,65.374988,70.231306,55.662352,,,,,66.666667,59.722222,,,,0.016129,0.942957
sh600001,ºªµ¦¸ÖÌú,2009-01-23,,,,3.690000,3.760000,3.670000,3.720000,9.648696,,0.005405,20520776.000000,76223933.000000,0.007866,9704588270.000000,10477218440.000000,0.000000,0.000000,10.393855,0.282495,5.929406,0.842424,,,,,,,,,,,70.284704,72.659465,65.535183,,,,,58.333333,56.944444,,,,0.024324,0.758274
sh600001,ºªµ¦¸ÖÌú,2009-01-22,,,,3.730000,3.740000,3.670000,3.700000,9.596825,,-0.002695,17060001.000000,63028287.000000,0.006540,9652413060.000000,10420889310.000000,0.000000,0.000000,10.337979,0.280976,5.897530,0.837895,,,,,,,,,,,72.668435,73.846845,70.311616,ËÀ²æ,,,,50.000000,55.555556,,,,0.018868,0.492879
sh600001,ºªµ¦¸ÖÌú,2009-01-21,,,,3.700000,3.770000,3.680000,3.710000,9.622759,,-0.010667,25380147.000000,94464946.000000,0.009729,9678500660.000000,10449053870.000000,0.000000,0.000000,10.365915,0.281735,5.913466,0.840159,,,,,,,,,,,77.752653,74.436050,84.385859,,,,,58.333333,55.555556,,,,0.024000,0.660885
sh600001,ºªµ¦¸ÖÌú,2009-01-20,,,,3.720000,3.820000,3.700000,3.750000,9.726511,,0.010782,30971491.000000,116037822.000000,0.011872,9782851080.000000,10561712130.000000,0.000000,0.000000,10.477680,0.284773,5.977225,0.849218,,,,,,,,,,,80.043614,72.777748,94.575345,,,,,66.666667,52.777778,,,,0.032345,0.705297
sh600001,ºªµ¦¸ÖÌú,2009-01-19,,,,3.690000,3.730000,3.650000,3.710000,9.622759,,0.008152,41380018.000000,153212784.000000,0.015862,9678500660.000000,10449053870.000000,0.000000,0.000000,10.365915,0.281735,5.913466,0.840159,,,,,,,,,,,78.204956,69.144816,96.325236,,,,,58.333333,47.222222,,,,0.021739,0.826571
sh600001,ºªµ¦¸ÖÌú,2009-01-16,,,,3.720000,3.750000,3.650000,3.680000,9.544948,,-0.005405,58273013.000000,215316004.000000,0.022337,9600237860.000000,10364560170.000000,0.000000,0.000000,10.282095,0.279457,5.865650,0.833366,,,,,,,,,,,76.281792,64.614746,99.615886,,,,,50.000000,41.666667,,,,0.027027,1.162046
sh600001,ºªµ¦¸ÖÌú,2009-01-15,,,,3.740000,3.780000,3.680000,3.700000,9.596819,,-0.010695,36011834.000000,134111209.000000,0.013804,9652413060.000000,10420889310.000000,0.000000,0.000000,10.337972,0.280976,5.897526,0.837894,,,,,,,,,,,74.626770,58.781222,106.317866,,,,,50.000000,37.500000,,,,0.026738,0.762632
sh600001,ºªµ¦¸ÖÌú,2009-01-14,,,,3.640000,3.750000,3.640000,3.740000,9.700567,,0.030303,52927180.000000,196110618.000000,0.020288,9756763470.000000,10533547570.000000,0.000000,0.000000,10.449732,0.284014,5.961282,0.846953,,,,,,,,,,,69.487325,50.858448,106.745079,,,,,50.000000,34.722222,,,,0.030303,1.055129
sh600001,ºªµ¦¸ÖÌú,2009-01-13,,,,3.590000,3.720000,3.530000,3.630000,9.415256,,0.011142,61719420.000000,226789700.000000,0.023659,9469799840.000000,10223737350.000000,0.000000,0.000000,10.142387,0.275660,5.785950,0.822042,,,,,,,,,,,55.174384,41.544010,82.435132,,,,,41.666667,31.944444,,,,0.052925,1.180292
sh600001,ºªµ¦¸ÖÌú,2009-01-12,,,,3.520000,3.640000,3.500000,3.590000,9.311507,,0.014124,41802996.000000,150081117.000000,0.016024,9365449430.000000,10111079080.000000,0.000000,0.000000,10.030626,0.272623,5.722193,0.812984,,,,,,,,,,,44.798613,34.728823,64.938194,,,,,33.333333,30.555556,,,,0.039548,0.691598
sh600001,ºªµ¦¸ÖÌú,2009-01-09,,,,3.440000,3.590000,3.410000,3.540000,9.181823,,0.029070,43640797.000000,153859793.000000,0.016729,9235011420.000000,9970256250.000000,0.000000,0.000000,9.890926,0.268826,5.642499,0.801661,,,,,,,,,,,36.870051,29.693928,51.222297,,,,,25.000000,29.166667,,,,0.052326,0.691929
sh600001,ºªµ¦¸ÖÌú,2009-01-08,,,,3.510000,3.550000,3.390000,3.440000,8.922448,,-0.041783,50718647.000000,176042386.000000,0.019442,8974135390.000000,9688610600.000000,0.000000,0.000000,9.611520,0.261232,5.483105,0.779015,,,,,,,,,,,31.424479,26.105866,42.061705,,,,,25.000000,30.555556,,,,0.044568,0.739097
sh600001,ºªµ¦¸ÖÌú,2009-01-07,,,,3.580000,3.670000,3.560000,3.590000,9.311511,,-0.021798,63576399.000000,229581799.000000,0.024370,9365449430.000000,10111079080.000000,0.000000,0.000000,10.030629,0.272623,5.722195,0.812984,,,,,,,,,,,32.068226,23.446560,49.311558,,,,,33.333333,33.333333,,,,0.029973,0.762376
sh600001,ºªµ¦¸ÖÌú,2009-01-06,,,,3.320000,3.730000,3.290000,3.670000,9.519006,,0.082596,102481712.000000,362563876.000000,0.039284,9574150250.000000,10336395610.000000,0.000000,0.000000,10.254149,0.278698,5.849707,0.831101,,,,,,,,,,,24.384390,19.135727,34.881716,½ð²æ,,,,33.333333,34.722222,,,,0.129794,1.417249
sh600001,ºªµ¦¸ÖÌú,2009-01-05,,,,3.260000,3.410000,3.250000,3.390000,8.792759,,0.043077,54938352.000000,184324730.000000,0.021059,8843697370.000000,9547787770.000000,0.000000,0.000000,9.471815,0.257435,5.403407,0.767692,,,,,,,,,,,12.640415,16.511396,4.898454,,,,,33.333333,36.111111,,,,0.049231,1.016362
sh600001,ºªµ¦¸ÖÌú,2008-12-31,,,,3.330000,3.440000,3.220000,3.250000,8.429636,,-0.052478,71396914.000000,238649249.000000,0.027368,8478470930.000000,9153483850.000000,0.000000,0.000000,9.080648,0.246803,5.180257,0.735988,,,,,,,,,,,10.460622,18.446886,-5.511904,,,,,25.000000,38.888889,,,,0.064140,1.603752
sh600001,ºªµ¦¸ÖÌú,2008-12-30,,,,3.500000,3.760000,3.400000,3.430000,8.896507,,-0.087766,124568820.000000,437428913.000000,0.047750,8948047780.000000,9660446030.000000,0.000000,0.000000,9.583575,0.260472,5.467163,0.776750,,,,,,,,,,,14.190934,22.440017,-2.307234,,,,,33.333333,44.444444,,,,0.095745,3.875048
sh600001,ºªµ¦¸ÖÌú,2008-08-27,,,,3.750000,3.830000,3.700000,3.760000,9.752439,,-0.005291,8165759.000000,30682770.000000,0.003130,9808938680.000000,10589876700.000000,0.000000,0.000000,10.995773,0.390545,11.025985,0.885987,,,,,,,,,,,19.457132,26.564559,5.242277,,,,,41.666667,48.611111,,,,0.034392,0.757805
sh600001,ºªµ¦¸ÖÌú,2008-08-26,,,,3.850000,3.890000,3.750000,3.780000,9.804314,,-0.033248,11199736.000000,42711690.000000,0.004293,9861113880.000000,10646205830.000000,0.000000,0.000000,11.054261,0.392622,11.084634,0.890699,,,,,,,,,,,23.416467,30.118273,10.012856,,,,,41.666667,50.000000,,,,0.035806,0.738416
sh600001,ºªµ¦¸ÖÌú,2008-08-25,,,,3.880000,3.950000,3.850000,3.910000,10.141498,,-0.002551,7262199.000000,28416535.000000,0.002784,10200252720.000000,11012345180.000000,0.000000,0.000000,11.434434,0.406125,11.465851,0.921332,,,,,,,,,,,31.933212,33.469176,28.861283,ËÀ²æ,,,,41.666667,50.000000,,,,0.025510,0.480248
sh600001,ºªµ¦¸ÖÌú,2008-08-22,,,,3.940000,4.000000,3.860000,3.920000,10.167435,,-0.017544,9535439.000000,37260362.000000,0.003655,10226340330.000000,11040509750.000000,0.000000,0.000000,11.463677,0.407164,11.495175,0.923688,,,,,,,,,,,36.649818,34.237158,41.475136,,,,,50.000000,50.000000,,,,0.035088,0.585362
sh600001,ºªµ¦¸ÖÌú,2008-08-21,,,,4.080000,4.160000,3.980000,3.990000,10.348998,,-0.050000,17714551.000000,71815108.000000,0.006790,10408953550.000000,11237661710.000000,0.000000,0.000000,11.668388,0.414435,11.700447,0.940183,,,,,,,,,,,42.474726,33.030828,61.362522,,,,,58.333333,47.222222,,,,0.042857,1.015586
sh600001,ºªµ¦¸ÖÌú,2008-08-20,,,,3.850000,4.220000,3.840000,4.200000,10.893682,,0.076923,30124333.000000,123442916.000000,0.011547,10956793210.000000,11829117590.000000,0.000000,0.000000,12.282513,0.436247,12.316261,0.989666,,,,,,,,,,,41.093042,28.308880,66.661366,½ð²æ,,,,58.333333,43.055556,,,,0.097436,1.929962
sh600001,ºªµ¦¸ÖÌú,2008-08-19,,,,3.820000,3.970000,3.820000,3.900000,10.115563,,0.010363,10972344.000000,42836042.000000,0.004206,10174165120.000000,10984180620.000000,0.000000,0.000000,11.405192,0.405087,11.436528,0.918976,,,,,,,,,,,21.639563,21.916798,21.085091,ËÀ²æ,,,,50.000000,38.888889,,,,0.038860,0.834249
