股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sh600003,ST东北高,2009-03-13,,,,3.950000,4.030000,3.860000,3.870000,5.485031,,-0.020253,6293622.000000,24722060.000000,0.008249,2952655200.000000,4695084000.000000,0.000000,0.000000,220.262474,6.466142,65.359674,1.377780,,,,,,,,,,,76.877551,66.555672,97.521308,,,,,50.000000,56.944444,,,,0.043038,0.528888
sh600003,ST东北高,2009-03-12,,,,3.780000,3.980000,3.720000,3.950000,5.598416,,0.039474,9846442.000000,38059858.000000,0.012906,3013692000.000000,4792140000.000000,0.000000,0.000000,224.815666,6.599808,66.710767,1.406261,,,,,,,,,,,75.192869,61.394733,102.789143,,,,,50.000000,58.333333,,,,0.068421,0.663850
sh600003,ST东北高,2009-03-11,,,,3.860000,3.930000,3.790000,3.800000,5.385816,,-0.005236,8073100.000000,30976092.000000,0.010581,2899248000.000000,4610160000.000000,0.000000,0.000000,216.278296,6.349180,64.177428,1.352859,,,,,,,,,,,64.762988,54.495664,85.297636,,,,,50.000000,59.722222,,,,0.036649,0.526015
sh600003,ST东北高,2009-03-10,,,,3.730000,3.840000,3.630000,3.820000,5.414164,,0.000000,10966602.000000,41046547.000000,0.014374,2914507200.000000,4634424000.000000,0.000000,0.000000,217.416690,6.382599,64.515229,1.359980,,,,,,,,,,,58.477816,49.362002,76.709443,,,,,58.333333,61.111111,,,,0.054974,0.675524
sh600003,ST东北高,2009-03-09,,,,3.900000,3.970000,3.690000,3.820000,5.414164,,0.010582,24318904.000000,94061400.000000,0.031874,2914507200.000000,4634424000.000000,0.000000,0.000000,217.416690,6.382599,64.515229,1.359980,,,,,,,,,,,50.216724,44.804095,61.041980,,,,,66.666667,61.111111,,,,0.074074,1.446599
sh600003,ST东北高,2009-03-06,,,,3.500000,3.780000,3.500000,3.780000,5.357472,,0.050000,20956596.000000,78183660.000000,0.027467,2883988800.000000,4585896000.000000,0.000000,0.000000,215.140078,6.315766,63.839678,1.345739,,,,,,,,,,,43.067021,42.097781,45.005500,金叉,,,,66.666667,61.111111,,,,0.077778,1.504095
sh600003,ST东北高,2009-03-05,,,,3.580000,3.700000,3.490000,3.600000,5.102354,,0.016949,12423089.000000,44574355.000000,0.016283,2746656000.000000,4367520000.000000,0.000000,0.000000,204.895312,6.015015,60.799693,1.281656,,,,,,,,,,,35.126847,41.613161,22.154218,,,,,58.333333,61.111111,,,,0.059322,1.153543
sh600003,ST东北高,2009-03-04,,,,3.490000,3.580000,3.460000,3.540000,5.017316,,0.026087,12505892.000000,44100811.000000,0.016391,2700878400.000000,4294728000.000000,0.000000,0.000000,201.480421,5.914766,59.786374,1.260295,,,,,,,,,,,32.690271,44.856319,8.358175,,,,,58.333333,63.888889,,,,0.034783,1.175569
sh600003,ST东北高,2009-03-03,,,,3.220000,3.450000,3.220000,3.450000,4.889756,,0.017699,13850968.000000,45438976.000000,0.018154,2632212000.000000,4185540000.000000,0.000000,0.000000,196.358029,5.764390,58.266379,1.228254,,,,,,,,,,,32.193301,50.939343,-5.298783,,,,,58.333333,68.055556,,,,0.067847,1.240168
sh600003,ST东北高,2009-03-02,,,,3.550000,3.550000,3.390000,3.390000,4.804718,,-0.050420,9928595.000000,33925059.000000,0.013013,2586434400.000000,4112748000.000000,0.000000,0.000000,192.943128,5.664141,57.253057,1.206893,,,,,,,,,,,36.184688,60.312364,-12.070663,,,,,58.333333,72.222222,,,,0.044818,0.791896
sh600003,ST东北高,2009-02-27,,,,3.600000,3.700000,3.570000,3.570000,5.059835,,-0.050532,5138974.000000,18448043.000000,0.006736,2723767200.000000,4331124000.000000,0.000000,0.000000,203.187860,5.964890,60.293032,1.270976,,,,,,,,,,,54.277032,72.376201,18.078693,,,,,66.666667,76.388889,,,,0.034574,0.351247
sh600003,ST东北高,2009-02-26,,,,3.960000,4.020000,3.760000,3.760000,5.329126,,-0.050505,11766384.000000,45314067.000000,0.015422,2868729600.000000,4561632000.000000,0.000000,0.000000,214.001799,6.282350,63.501910,1.338619,,,,,,,,,,,71.956088,81.425786,53.016693,,,,,66.666667,79.166667,,,,0.065657,0.719134
sh600003,ST东北高,2009-02-25,,,,4.050000,4.150000,3.870000,3.960000,5.612590,,-0.027027,15158189.000000,60004926.000000,0.026091,2300680800.000000,4804272000.000000,0.000000,0.000000,225.384862,6.616517,66.879668,1.409822,,,,,,,,,,,84.557509,86.160635,81.351258,死叉,,,,75.000000,81.944444,,,,0.068796,0.883093
sh600003,ST东北高,2009-02-24,,,,4.000000,4.170000,3.920000,4.070000,5.768495,,0.025189,20696604.000000,84776698.000000,0.035624,2364588600.000000,4937724000.000000,0.000000,0.000000,231.645546,6.800309,68.737435,1.448984,,,,,,,,,,,89.641142,86.962198,94.999030,,,,,83.333333,84.722222,,,,0.062972,1.205270
sh600003,ST东北高,2009-02-23,,,,3.970000,3.970000,3.870000,3.970000,5.626762,,0.050265,20393113.000000,80814796.000000,0.035101,2306490600.000000,4816404000.000000,0.000000,0.000000,225.953991,6.633225,67.048549,1.413382,,,,,,,,,,,89.724871,85.622726,97.929161,,,,,83.333333,84.722222,,,,0.026455,1.264592
sh600003,ST东北高,2009-02-20,,,,3.600000,3.780000,3.530000,3.780000,5.357469,,0.050000,13795133.000000,51326041.000000,0.023745,2196104400.000000,4585896000.000000,0.000000,0.000000,215.139980,6.315763,63.839649,1.345738,,,,,,,,,,,84.587306,83.571653,86.618612,金叉,,,,83.333333,84.722222,,,,0.069444,0.895289
sh600003,ST东北高,2009-02-19,,,,3.430000,3.630000,3.430000,3.600000,5.102352,,0.040462,15781385.000000,56211240.000000,0.027163,2091528000.000000,4367520000.000000,0.000000,0.000000,204.895219,6.015012,60.799665,1.281656,,,,,,,,,,,76.880959,83.063827,64.515223,,,,,83.333333,84.722222,,,,0.057803,1.028827
sh600003,ST东北高,2009-02-18,,,,3.540000,3.610000,3.460000,3.460000,4.903929,,-0.049451,15192532.000000,53540221.000000,0.026150,2010190800.000000,4197672000.000000,0.000000,0.000000,196.927152,5.781098,58.435258,1.231814,,,,,,,,,,,79.255865,86.155261,65.457073,,,,,83.333333,84.722222,,,,0.041209,0.994516
sh600003,ST东北高,2009-02-17,,,,3.600000,3.770000,3.540000,3.640000,5.159049,,0.005525,15469037.000000,56861853.000000,0.026626,2114767200.000000,4416048000.000000,0.000000,0.000000,207.172016,6.081851,61.475272,1.295897,,,,,,,,,,,89.013668,89.604959,87.831085,死叉,,,,91.666667,86.111111,,,,0.063536,1.047817
sh600003,ST东北高,2009-02-16,,,,3.500000,3.640000,3.400000,3.620000,5.130702,,0.040230,16804850.000000,59402761.000000,0.028925,2103147600.000000,4391784000.000000,0.000000,0.000000,206.033679,6.048434,61.137487,1.288777,,,,,,,,,,,90.823872,89.900605,92.670407,金叉,,,,83.333333,86.111111,,,,0.068966,1.151050
sh600003,ST东北高,2009-02-13,,,,3.430000,3.550000,3.350000,3.480000,4.932276,,0.011628,13448241.000000,46378493.000000,0.023148,2021810400.000000,4221936000.000000,0.000000,0.000000,198.065504,5.814516,58.773047,1.238935,,,,,,,,,,,87.551598,89.438971,83.776851,,,,,83.333333,87.500000,,,,0.058140,0.924978
sh600003,ST东北高,2009-02-12,,,,3.440000,3.500000,3.220000,3.440000,4.875583,,0.014749,15466910.000000,51734848.000000,0.026622,1998571200.000000,4173408000.000000,0.000000,0.000000,195.788871,5.747682,58.097490,1.224694,,,,,,,,,,,88.176711,90.382658,83.764819,,,,,83.333333,88.888889,,,,0.082596,1.056420
sh600003,ST东北高,2009-02-11,,,,3.420000,3.580000,3.330000,3.390000,4.804718,,-0.008772,12626482.000000,43450142.000000,0.021733,1969522200.000000,4112748000.000000,0.000000,0.000000,192.943153,5.664141,57.253064,1.206893,,,,,,,,,,,89.957375,91.485631,86.900863,死叉,,,,83.333333,88.888889,,,,0.073099,0.898536
sh600003,ST东北高,2009-02-10,,,,3.200000,3.420000,3.160000,3.420000,4.847238,,0.049080,14651442.000000,48550603.000000,0.025218,1986951600.000000,4149144000.000000,0.000000,0.000000,194.650628,5.714267,57.759733,1.217574,,,,,,,,,,,95.262149,92.249758,101.286931,,,,,91.666667,87.500000,,,,0.079755,1.120397
sh600003,ST东北高,2009-02-09,,,,3.280000,3.330000,3.180000,3.260000,4.620466,,0.028391,16501825.000000,54128182.000000,0.028403,1893994800.000000,3955032000.000000,0.000000,0.000000,185.544122,5.446931,55.057510,1.160611,,,,,,,,,,,92.893224,90.743563,97.192545,,,,,91.666667,84.722222,,,,0.047319,1.318784
sh600003,ST东北高,2009-02-06,,,,3.010000,3.170000,3.000000,3.170000,4.492908,,0.049669,13957712.000000,43913734.000000,0.024024,1841706600.000000,3845844000.000000,0.000000,0.000000,180.421768,5.296557,53.537526,1.128570,,,,,,,,,,,93.827015,89.668733,102.143580,,,,,91.666667,80.555556,,,,0.056291,1.166470
sh600003,ST东北高,2009-02-05,,,,2.940000,3.060000,2.880000,3.020000,4.280309,,0.030717,12523933.000000,37133611.000000,0.021557,1754559600.000000,3663864000.000000,0.000000,0.000000,171.884440,5.045931,51.004199,1.075167,,,,,,,,,,,90.740523,87.589591,97.042386,,,,,91.666667,77.777778,,,,0.061433,1.208247
sh600003,ST东北高,2009-02-04,,,,2.920000,2.970000,2.890000,2.930000,4.152749,,0.006873,7750147.000000,22649642.000000,0.013340,1702271400.000000,3554676000.000000,0.000000,0.000000,166.762011,4.895554,49.484193,1.043126,,,,,,,,,,,89.747148,86.014126,97.213192,,,,,83.333333,75.000000,,,,0.027491,0.736596
sh600003,ST东北高,2009-02-03,,,,2.880000,2.970000,2.850000,2.910000,4.124402,,0.021053,11830923.000000,34509444.000000,0.020364,1690651800.000000,3530412000.000000,0.000000,0.000000,165.623680,4.862136,49.146409,1.036005,,,,,,,,,,,88.876041,84.147615,98.332893,,,,,75.000000,73.611111,,,,0.042105,1.013044
sh600003,ST东北高,2009-02-02,,,,2.730000,2.850000,2.670000,2.850000,4.039361,,0.051661,13766142.000000,38897786.000000,0.023695,1655793000.000000,3457620000.000000,0.000000,0.000000,162.208700,4.761884,48.133064,1.014644,,,,,,,,,,,88.869617,81.783402,103.042048,,,,,75.000000,72.222222,,,,0.066421,1.345664
sh600003,ST东北高,2009-01-23,,,,2.730000,2.740000,2.660000,2.710000,3.840935,,-0.007326,5955741.000000,16022967.000000,0.010251,1574455800.000000,3287772000.000000,0.000000,0.000000,154.240482,4.527965,45.768612,0.964801,,,,,,,,,,,83.304425,78.240294,93.432688,,,,,66.666667,70.833333,,,,0.029304,0.659463
sh600003,ST东北高,2009-01-22,,,,2.700000,2.770000,2.650000,2.730000,3.869281,,0.034091,13304895.000000,36296463.000000,0.022901,1586075400.000000,3312036000.000000,0.000000,0.000000,155.378787,4.561382,46.106387,0.971922,,,,,,,,,,,82.273711,75.708228,95.404677,,,,,75.000000,70.833333,,,,0.045455,1.401056
sh600003,ST东北高,2009-01-21,,,,2.570000,2.700000,2.550000,2.640000,3.741722,,0.019305,13535247.000000,35819070.000000,0.023297,1533787200.000000,3202848000.000000,0.000000,0.000000,150.256396,4.411006,44.586392,0.939880,,,,,,,,,,,78.288616,72.425487,90.014873,,,,,75.000000,69.444444,,,,0.057915,1.606635
sh600003,ST东北高,2009-01-20,,,,2.550000,2.610000,2.510000,2.590000,3.670856,,0.011719,4587982.000000,11801402.000000,0.007897,1504738200.000000,3142188000.000000,0.000000,0.000000,147.410634,4.327465,43.741954,0.922079,,,,,,,,,,,76.256453,69.493922,89.781514,,,,,75.000000,68.055556,,,,0.039063,0.690764
sh600003,ST东北高,2009-01-19,,,,2.540000,2.620000,2.530000,2.560000,3.628336,,0.011858,7772112.000000,20013713.000000,0.013378,1487308800.000000,3105792000.000000,0.000000,0.000000,145.703139,4.277338,43.235280,0.911399,,,,,,,,,,,70.153910,66.112657,78.236416,,,,,66.666667,66.666667,,,,0.035573,1.184845
sh600003,ST东北高,2009-01-16,,,,2.500000,2.600000,2.500000,2.530000,3.585815,,0.020161,8281428.000000,21158779.000000,0.014254,1469879400.000000,3069396000.000000,0.000000,0.000000,143.995639,4.227212,42.728604,0.900718,,,,,,,,,,,66.769326,64.092030,72.123918,,,,,66.666667,66.666667,,,,0.040323,1.419934
sh600003,ST东北高,2009-01-15,,,,2.460000,2.540000,2.430000,2.480000,3.514950,,0.008130,7946203.000000,19715069.000000,0.013677,1440830400.000000,3008736000.000000,0.000000,0.000000,141.149915,4.143672,41.884177,0.882918,,,,,,,,,,,63.116952,62.753383,63.844092,金叉,,,,66.666667,65.277778,,,,0.044715,1.598148
sh600003,ST东北高,2009-01-14,,,,2.400000,2.470000,2.390000,2.460000,3.486604,,0.025000,4621746.000000,11281890.000000,0.007955,1429210800.000000,2984472000.000000,0.000000,0.000000,140.011621,4.110255,41.546405,0.875797,,,,,,,,,,,58.961143,62.571598,51.740234,,,,,66.666667,65.277778,,,,0.033333,0.929469
sh600003,ST东北高,2009-01-13,,,,2.410000,2.430000,2.360000,2.400000,3.401565,,-0.016393,4176531.000000,9993357.000000,0.007189,1394352000.000000,2911680000.000000,0.000000,0.000000,136.596703,4.010005,40.533078,0.854436,,,,,,,,,,,57.489333,64.376825,43.714351,死叉,,,,66.666667,65.277778,,,,0.028689,0.583442
sh600003,ST东北高,2009-01-12,,,,2.420000,2.480000,2.380000,2.440000,3.458256,,0.000000,4135395.000000,10070574.000000,0.007118,1417591200.000000,2960208000.000000,0.000000,0.000000,138.873253,4.076837,41.208611,0.868677,,,,,,,,,,,69.567334,67.820571,73.060859,,,,,66.666667,63.888889,,,,0.040984,0.520412
sh600003,ST东北高,2009-01-09,,,,2.380000,2.440000,2.360000,2.440000,3.458256,,0.025210,3980790.000000,9626445.000000,0.006852,1417591200.000000,2960208000.000000,0.000000,0.000000,138.873253,4.076837,41.208611,0.868677,,,,,,,,,,,71.017667,66.947189,79.158623,,,,,66.666667,62.500000,,,,0.033613,0.474651
sh600003,ST东北高,2009-01-08,,,,2.450000,2.490000,2.380000,2.380000,3.373217,,-0.051793,7947817.000000,19135852.000000,0.013680,1382732400.000000,2887416000.000000,0.000000,0.000000,135.458348,3.976587,40.195287,0.847316,,,,,,,,,,,69.684395,64.911950,79.229285,,,,,58.333333,61.111111,,,,0.043825,0.791687
sh600003,ST东北高,2009-01-07,,,,2.420000,2.540000,2.390000,2.510000,3.557469,,0.037190,15551616.000000,38658320.000000,0.026768,1458259800.000000,3045132000.000000,0.000000,0.000000,142.857359,4.193796,42.390836,0.893598,,,,,,,,,,,75.039413,62.525728,100.066784,,,,,66.666667,59.722222,,,,0.061983,1.349527
sh600003,ST东北高,2009-01-06,,,,2.390000,2.440000,2.330000,2.420000,3.429911,,0.016807,8116298.000000,19393315.000000,0.013970,1405971600.000000,2935944000.000000,0.000000,0.000000,137.734994,4.043421,40.870849,0.861557,,,,,,,,,,,66.405274,56.268885,86.678052,,,,,66.666667,56.944444,,,,0.046218,0.849657
sh600003,ST东北高,2009-01-05,,,,2.400000,2.430000,2.330000,2.380000,3.373217,,0.004219,6337359.000000,14987760.000000,0.010908,1382732400.000000,2887416000.000000,0.000000,0.000000,135.458346,3.976587,40.195287,0.847316,,,,,,,,,,,61.036482,51.200691,80.708066,,,,,58.333333,54.166667,,,,0.042194,0.760725
sh600003,ST东北高,2008-12-31,,,,2.500000,2.500000,2.340000,2.370000,3.359046,,-0.032653,12242376.000000,29754390.000000,0.021072,1376922600.000000,2875284000.000000,0.000000,0.000000,134.889248,3.959880,40.026416,0.843756,,,,,,,,,,,58.697580,46.282795,83.527152,,,,,58.333333,52.777778,,,,0.065306,1.616038
sh600003,ST东北高,2008-12-30,,,,2.450000,2.450000,2.410000,2.450000,3.472431,,0.051502,15371120.000000,37646909.000000,0.026457,1423401000.000000,2972340000.000000,0.000000,0.000000,139.442463,4.093547,41.377516,0.872237,,,,,,,,,,,56.617799,40.075402,89.702594,,,,,58.333333,52.777778,,,,0.017167,2.500665
sh600003,ST东北高,2008-12-29,,,,2.240000,2.330000,2.240000,2.330000,3.302353,,0.049550,5695022.000000,13201424.000000,0.009802,1353683400.000000,2826756000.000000,0.000000,0.000000,132.612646,3.893047,39.350867,0.829515,,,,,,,,,,,34.926699,31.804203,41.171690,金叉,,,,50.000000,52.777778,,,,0.040541,1.456882
sh600003,ST东北高,2008-12-26,,,,2.200000,2.230000,2.160000,2.220000,3.146447,,0.009091,2007517.000000,4405354.000000,0.003455,1289775600.000000,2693304000.000000,0.000000,0.000000,126.351909,3.709253,37.493085,0.790353,,,,,,,,,,,22.390048,30.242955,6.684234,,,,,50.000000,55.555556,,,,0.031818,0.576486
sh600003,ST东北高,2008-12-25,,,,2.200000,2.210000,2.150000,2.200000,3.118100,,0.004566,2561719.000000,5593591.000000,0.004409,1278156000.000000,2669040000.000000,0.000000,0.000000,125.213593,3.675836,37.155306,0.783233,,,,,,,,,,,21.918406,34.169409,-2.583601,,,,,50.000000,58.333333,,,,0.027397,0.635927
sh600003,ST东北高,2008-12-24,,,,2.280000,2.280000,2.180000,2.190000,3.103927,,-0.043668,5098682.000000,11234783.000000,0.008776,1272346200.000000,2656908000.000000,0.000000,0.000000,124.644466,3.659129,36.986426,0.779673,,,,,,,,,,,24.544275,40.294910,-6.956996,,,,,50.000000,61.111111,,,,0.043668,1.189340
sh600003,ST东北高,2008-12-23,,,,2.420000,2.420000,2.290000,2.290000,3.245659,,-0.049793,4182300.000000,9856833.000000,0.007199,1330444200.000000,2778228000.000000,0.000000,0.000000,130.335977,3.826212,38.675299,0.815274,,,,,,,,,,,35.465061,48.170228,10.054727,,,,,58.333333,63.888889,,,,0.053942,1.056913
sh600003,ST东北高,2008-12-22,,,,2.410000,2.450000,2.370000,2.410000,3.415739,,0.000000,3561443.000000,8589651.000000,0.006130,1400161800.000000,2923812000.000000,0.000000,0.000000,137.165878,4.026714,40.701972,0.857997,,,,,,,,,,,49.626163,54.522812,39.832866,,,,,58.333333,63.888889,,,,0.033195,0.948932
sh600003,ST东北高,2008-12-19,,,,2.360000,2.450000,2.340000,2.410000,3.415739,,0.021186,4737466.000000,11439387.000000,0.008154,1400161800.000000,2923812000.000000,0.000000,0.000000,137.165878,4.026714,40.701972,0.857997,,,,,,,,,,,49.439245,56.971136,34.375462,,,,,66.666667,65.277778,,,,0.046610,1.090706
sh600003,ST东北高,2008-12-18,,,,2.340000,2.380000,2.270000,2.360000,3.344874,,0.008547,3855039.000000,9028190.000000,0.006635,1371112800.000000,2863152000.000000,0.000000,0.000000,134.320171,3.943174,39.857550,0.840196,,,,,,,,,,,49.158867,60.737082,26.002438,,,,,66.666667,65.277778,,,,0.047009,0.754208
sh600003,ST东北高,2008-12-17,,,,2.370000,2.390000,2.320000,2.340000,3.316528,,-0.004255,3449203.000000,8124033.000000,0.005937,1359493200.000000,2838888000.000000,0.000000,0.000000,133.181865,3.909757,39.519775,0.833076,,,,,,,,,,,53.425801,66.526189,27.225025,,,,,66.666667,63.888889,,,,0.029787,0.604229
sh600003,ST东北高,2008-12-16,,,,2.290000,2.400000,2.270000,2.350000,3.330700,,0.008584,3162374.000000,7324332.000000,0.005443,1365303000.000000,2851020000.000000,0.000000,0.000000,133.750976,3.926464,39.688650,0.836636,,,,,,,,,,,62.951201,73.076383,42.700837,,,,,66.666667,61.111111,,,,0.055794,0.405802
sh600003,ST东北高,2008-12-12,,,,2.430000,2.440000,2.330000,2.330000,3.302353,,-0.048980,6513345.000000,15435057.000000,0.011211,1353683400.000000,2826756000.000000,0.000000,0.000000,132.612629,3.893046,39.350862,0.829515,,,,,,,,,,,73.838566,78.138974,65.237751,死叉,,,,58.333333,56.944444,,,,0.044898,0.717584
sh600003,ST东北高,2008-12-11,,,,2.530000,2.550000,2.450000,2.450000,3.472432,,-0.020000,8576916.000000,21508196.000000,0.014763,1423401000.000000,2972340000.000000,0.000000,0.000000,139.442524,4.093548,41.377534,0.872237,,,,,,,,,,,85.202294,80.289177,95.028527,,,,,66.666667,54.166667,,,,0.040000,0.997183
sh600003,ST东北高,2008-12-10,,,,2.420000,2.500000,2.400000,2.500000,3.543298,,0.016260,6840335.000000,16817035.000000,0.011774,1452450000.000000,3033000000.000000,0.000000,0.000000,142.288290,4.177090,42.221973,0.890038,,,,,,,,,,,87.607362,77.832619,107.156849,,,,,66.666667,50.000000,,,,0.040650,0.797329
sh600003,ST东北高,2008-12-09,,,,2.400000,2.520000,2.370000,2.460000,3.486606,,0.025000,13871555.000000,34078300.000000,0.023876,1429210800.000000,2984472000.000000,0.000000,0.000000,140.011699,4.110258,41.546428,0.875798,,,,,,,,,,,83.494377,72.945248,104.592636,,,,,58.333333,45.833333,,,,0.062500,1.630932
sh600003,ST东北高,2008-12-08,,,,2.330000,2.400000,2.300000,2.400000,3.401567,,0.048035,9581727.000000,22686264.000000,0.016492,1394352000.000000,2911680000.000000,0.000000,0.000000,136.596780,4.010007,40.533101,0.854437,,,,,,,,,,,81.491565,67.670683,109.133330,,,,,50.000000,43.055556,,,,0.043668,1.419566
sh600003,ST东北高,2008-12-05,,,,2.230000,2.300000,2.230000,2.290000,3.245662,,0.013274,4135208.000000,9370640.000000,0.007118,1330444200.000000,2778228000.000000,0.000000,0.000000,130.336086,3.826215,38.675331,0.815275,,,,,,,,,,,72.237348,60.760242,95.191561,,,,,41.666667,41.666667,,,,0.030973,0.731110
sh600003,ST东北高,2008-12-04,,,,2.280000,2.330000,2.240000,2.260000,3.203143,,0.000000,8466494.000000,19411337.000000,0.014573,1313014800.000000,2741832000.000000,0.000000,0.000000,128.628669,3.776091,38.168680,0.804595,,,,,,,,,,,65.252574,55.021689,85.714345,,,,,41.666667,43.055556,,,,0.039823,1.403392
sh600003,ST东北高,2008-12-03,,,,2.220000,2.280000,2.210000,2.260000,3.203143,,0.027273,6471486.000000,14547071.000000,0.011139,1313014800.000000,2741832000.000000,0.000000,0.000000,128.628669,3.776091,38.168680,0.804595,,,,,,,,,,,59.947827,49.906246,80.030988,,,,,41.666667,44.444444,,,,0.031818,1.038753
sh600003,ST东北高,2008-12-02,,,,2.120000,2.220000,2.100000,2.200000,3.118103,,0.013825,5093881.000000,11138029.000000,0.008768,1278156000.000000,2669040000.000000,0.000000,0.000000,125.213715,3.675840,37.155342,0.783234,,,,,,,,,,,47.614048,44.885455,53.071232,金叉,,,,41.666667,45.833333,,,,0.055300,0.817959
sh600003,ST东北高,2008-12-01,,,,2.120000,2.180000,2.040000,2.170000,3.075583,,0.023585,4113287.000000,8679057.000000,0.007080,1260726600.000000,2632644000.000000,0.000000,0.000000,123.506242,3.625715,36.648674,0.772553,,,,,,,,,,,40.651841,43.521159,34.913204,,,,,41.666667,48.611111,,,,0.066038,0.722883
sh600003,ST东北高,2008-11-28,,,,2.180000,2.190000,2.080000,2.120000,3.004717,,-0.031963,6019250.000000,12716976.000000,0.010361,1231677600.000000,2571984000.000000,0.000000,0.000000,120.660464,3.542172,35.804232,0.754752,,,,,,,,,,,35.977761,44.955818,18.021646,,,,,41.666667,51.388889,,,,0.050228,1.096046
sh600003,ST东北高,2008-11-27,,,,2.290000,2.300000,2.170000,2.190000,3.103928,,0.000000,9452367.000000,21348049.000000,0.016270,1272346200.000000,2656908000.000000,0.000000,0.000000,124.644476,3.659129,36.986429,0.779673,,,,,,,,,,,43.621814,49.444847,31.975748,,,,,50.000000,55.555556,,,,0.059361,1.854825
sh600003,ST东北高,2008-11-26,,,,2.110000,2.190000,2.100000,2.190000,3.103928,,0.047847,6458983.000000,14087713.000000,0.011117,1272346200.000000,2656908000.000000,0.000000,0.000000,124.644476,3.659129,36.986429,0.779673,,,,,,,,,,,43.018928,52.356363,24.344056,,,,,50.000000,58.333333,,,,0.043062,1.483072
sh600003,ST东北高,2008-11-25,,,,2.120000,2.150000,2.060000,2.090000,2.962196,,-0.004762,2406685.000000,5067989.000000,0.004142,1214248200.000000,2535588000.000000,0.000000,0.000000,118.952935,3.492045,35.297547,0.744071,,,,,,,,,,,42.114599,57.025081,12.293633,,,,,50.000000,59.722222,,,,0.042857,0.576821
sh600003,ST东北高,2008-11-24,,,,2.160000,2.190000,2.100000,2.100000,2.976369,,-0.032258,3121651.000000,6683592.000000,0.005373,1220058000.000000,2547720000.000000,0.000000,0.000000,119.522099,3.508754,35.466438,0.747632,,,,,,,,,,,53.796898,64.480323,32.430048,,,,,58.333333,61.111111,,,,0.041475,0.591660
sh600003,ST东北高,2008-11-21,,,,2.190000,2.220000,2.120000,2.170000,3.075581,,-0.022523,4040800.000000,8731736.000000,0.006955,1260726600.000000,2632644000.000000,0.000000,0.000000,123.506161,3.625712,36.648650,0.772553,,,,,,,,,,,66.409633,69.822035,59.584828,死叉,,,,58.333333,61.111111,,,,0.045045,0.668425
sh600003,ST东北高,2008-11-20,,,,2.220000,2.280000,2.160000,2.220000,3.146449,,-0.022026,5747564.000000,12734049.000000,0.009893,1289775600.000000,2693304000.000000,0.000000,0.000000,126.351987,3.709256,37.493108,0.790354,,,,,,,,,,,75.328735,71.528236,82.929731,,,,,66.666667,59.722222,,,,0.052863,0.876206
sh600003,ST东北高,2008-11-19,,,,2.110000,2.280000,2.110000,2.270000,3.217313,,0.036530,5544913.000000,12193349.000000,0.009544,1318824600.000000,2753964000.000000,0.000000,0.000000,129.197695,3.792796,38.337530,0.808154,,,,,,,,,,,78.846760,69.627987,97.284307,,,,,66.666667,56.944444,,,,0.077626,0.809022
sh600003,ST东北高,2008-11-18,,,,2.280000,2.350000,2.190000,2.190000,3.103927,,-0.051948,7925505.000000,17822200.000000,0.013642,1272346200.000000,2656908000.000000,0.000000,0.000000,124.644434,3.659128,36.986416,0.779673,,,,,,,,,,,76.270141,65.018600,98.773221,,,,,58.333333,52.777778,,,,0.069264,1.254017
sh600003,ST东北高,2008-11-17,,,,2.220000,2.320000,2.180000,2.310000,3.274005,,0.040541,6967478.000000,15707635.000000,0.011993,1342063800.000000,2802492000.000000,0.000000,0.000000,131.474259,3.859628,39.013067,0.822395,,,,,,,,,,,80.405211,59.392830,122.429972,,,,,58.333333,50.000000,,,,0.063063,1.255266
sh600003,ST东北高,2008-11-14,,,,2.160000,2.230000,2.130000,2.220000,3.146445,,0.027778,6612560.000000,14410086.000000,0.011382,1289775600.000000,2693304000.000000,0.000000,0.000000,126.351829,3.709251,37.493061,0.790353,,,,,,,,,,,71.671646,48.886640,117.241658,,,,,58.333333,47.222222,,,,0.046296,1.277494
sh600003,ST东北高,2008-11-13,,,,2.040000,2.180000,2.030000,2.160000,3.061405,,0.038462,7218777.000000,15419253.000000,0.012425,1254916800.000000,2620512000.000000,0.000000,0.000000,122.936888,3.609000,36.479727,0.768992,,,,,,,,,,,58.823258,37.494137,101.481502,,,,,50.000000,43.055556,,,,0.072115,1.649556
sh600003,ST东北高,2008-11-12,,,,2.000000,2.080000,2.000000,2.080000,2.948018,,0.029703,2876146.000000,5874340.000000,0.004951,1208438400.000000,2523456000.000000,0.000000,0.000000,118.383618,3.475332,35.128611,0.740510,,,,,,,,,,,41.265191,26.829576,70.136420,,,,,50.000000,40.277778,,,,0.039604,0.870544
