¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,ÐÂÀËÐÐÒµ,ÐÂÀË¸ÅÄî,ÐÂÀËµØÓò,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,ºó¸´È¨¼Û,Ç°¸´È¨¼Û,ÕÇµø·ù,³É½»Á¿,³É½»¶î,»»ÊÖÂÊ,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ,ÊÇ·ñÕÇÍ£,ÊÇ·ñµøÍ£,ÊÐÓ¯ÂÊTTM,ÊÐÏúÂÊTTM,ÊÐÏÖÂÊTTM,ÊÐ¾»ÂÊ,MA_5,MA_10,MA_20,MA_30,MA_60,MA½ð²æËÀ²æ,MACD_DIF,MACD_DEA,MACD_MACD,MACD_½ð²æËÀ²æ,KDJ_K,KDJ_D,KDJ_J,KDJ_½ð²æËÀ²æ,²¼ÁÖÏßÖÐ¹ì,²¼ÁÖÏßÉÏ¹ì,²¼ÁÖÏßÏÂ¹ì,psy,psyma,rsi1,rsi2,rsi3,Õñ·ù,Á¿±È
sh600002,ÆëÂ³ÍËÊÐ,2006-04-06,,,,10.070000,10.110000,10.010000,10.090000,11.134573,,-0.003949,647750.000000,6524667.000000,0.001851,3531500000.000000,19675500000.000000,0.000000,0.000000,8.598206,1.094549,5.575119,2.625118,,,,,,,,,,,65.264357,62.123938,71.545195,,,,,41.666667,34.722222,,,,0.009872,0.193528
sh600002,ÆëÂ³ÍËÊÐ,2006-04-05,,,,10.110000,10.140000,10.090000,10.130000,11.178717,,0.001978,7853867.000000,79367810.000000,0.022440,3545500000.000000,19753500000.000000,0.000000,0.000000,8.632295,1.098889,5.597222,2.635526,,,,,,,,,,,67.127305,60.553728,80.274457,,,,,41.666667,30.555556,,,,0.004946,2.033930
sh600002,ÆëÂ³ÍËÊÐ,2006-04-04,,,,10.110000,10.120000,10.100000,10.110000,11.156650,,0.000000,4617379.000000,46681641.000000,0.013193,3538500000.000000,19714500000.000000,0.000000,0.000000,8.615254,1.096720,5.586173,2.630323,,,,,,,,,,,59.024290,57.266940,62.538990,,,,,33.333333,26.388889,,,,0.001978,1.501608
sh600002,ÆëÂ³ÍËÊÐ,2006-04-03,,,,10.110000,10.130000,10.110000,10.110000,11.156650,,0.000000,1979861.000000,20030568.000000,0.005657,3538500000.000000,19714500000.000000,0.000000,0.000000,8.615254,1.096720,5.586173,2.630323,,,,,,,,,,,58.536436,56.388265,62.832776,,,,,33.333333,25.000000,,,,0.001978,0.722973
sh600002,ÆëÂ³ÍËÊÐ,2006-03-31,,,,10.100000,10.120000,10.100000,10.110000,11.156650,,0.000990,1636419.000000,16533529.000000,0.004675,3538500000.000000,19714500000.000000,0.000000,0.000000,8.615254,1.096720,5.586173,2.630323,,,,,,,,,,,57.804653,55.314180,62.785599,½ð²æ,,,,33.333333,25.000000,,,,0.001980,0.552575
sh600002,ÆëÂ³ÍËÊÐ,2006-03-30,,,,10.090000,10.110000,10.080000,10.100000,11.145615,,0.000991,3219600.000000,32489567.000000,0.009199,3535000000.000000,19695000000.000000,0.000000,0.000000,8.606733,1.095635,5.580648,2.627722,,,,,,,,,,,49.206980,54.068944,39.483052,,,,,25.000000,25.000000,,,,0.002973,1.035685
sh600002,ÆëÂ³ÍËÊÐ,2006-03-29,,,,10.100000,10.110000,10.090000,10.090000,11.134581,,-0.000990,3921521.000000,39604658.000000,0.011204,3531500000.000000,19675500000.000000,0.000000,0.000000,8.598212,1.094550,5.575123,2.625120,,,,,,,,,,,48.810470,56.499926,33.431559,ËÀ²æ,,,,16.666667,26.388889,,,,0.001980,1.071684
sh600002,ÆëÂ³ÍËÊÐ,2006-03-28,,,,10.110000,10.120000,10.100000,10.100000,11.145615,,-0.000989,2935100.000000,29673140.000000,0.008386,3535000000.000000,19695000000.000000,0.000000,0.000000,8.606733,1.095635,5.580648,2.627722,,,,,,,,,,,60.715705,60.344654,61.457808,,,,,16.666667,30.555556,,,,0.001978,0.808828
sh600002,ÆëÂ³ÍËÊÐ,2006-03-27,,,,10.120000,10.120000,10.100000,10.110000,11.156649,,-0.000988,3094571.000000,31287113.000000,0.008842,3538500000.000000,19714500000.000000,0.000000,0.000000,8.615253,1.096719,5.586172,2.630323,,,,,,,,,,,66.073557,60.159128,77.902417,,,,,25.000000,34.722222,,,,0.001976,0.902357
sh600002,ÆëÂ³ÍËÊÐ,2006-03-24,,,,10.100000,10.120000,10.100000,10.120000,11.167683,,0.001980,2372539.000000,23985627.000000,0.006779,3542000000.000000,19734000000.000000,0.000000,0.000000,8.623774,1.097804,5.591697,2.632925,,,,,,,,,,,61.610336,57.201913,70.427183,½ð²æ,,,,33.333333,37.500000,,,,0.001980,0.652742
sh600002,ÆëÂ³ÍËÊÐ,2006-03-23,,,,10.090000,10.110000,10.090000,10.100000,11.145615,,0.001984,5972338.000000,60339379.000000,0.017064,3535000000.000000,19695000000.000000,0.000000,0.000000,8.606732,1.095635,5.580647,2.627722,,,,,,,,,,,42.415504,54.997701,17.251110,,,,,33.333333,38.888889,,,,0.001984,1.539978
sh600002,ÆëÂ³ÍËÊÐ,2006-03-22,,,,10.090000,10.100000,10.080000,10.080000,11.123545,,-0.000991,3769600.000000,38048893.000000,0.010770,3528000000.000000,19656000000.000000,0.000000,0.000000,8.589691,1.093465,5.569597,2.622519,,,,,,,,,,,38.623256,61.288800,-6.707830,,,,,33.333333,40.277778,,,,0.001982,1.305069
sh600002,ÆëÂ³ÍËÊÐ,2006-03-21,,,,10.100000,10.110000,10.090000,10.090000,11.134580,,-0.000990,1938100.000000,19572705.000000,0.005537,3531500000.000000,19675500000.000000,0.000000,0.000000,8.598211,1.094550,5.575122,2.625120,,,,,,,,,,,57.934885,72.621571,28.561511,,,,,41.666667,43.055556,,,,0.001980,0.772893
sh600002,ÆëÂ³ÍËÊÐ,2006-03-20,,,,10.100000,10.110000,10.100000,10.100000,11.145614,,0.000000,4121069.000000,41629878.000000,0.011774,3535000000.000000,19695000000.000000,0.000000,0.000000,8.606732,1.095635,5.580647,2.627722,,,,,,,,,,,74.402327,79.964915,63.277152,,,,,41.666667,45.833333,,,,0.000990,1.822389
sh600002,ÆëÂ³ÍËÊÐ,2006-03-17,,,,10.100000,10.110000,10.100000,10.100000,11.145614,,0.000000,3589878.000000,36260152.000000,0.010257,3535000000.000000,19695000000.000000,0.000000,0.000000,8.606732,1.095635,5.580647,2.627722,,,,,,,,,,,78.270157,82.746209,69.318054,,,,,41.666667,50.000000,,,,0.000990,2.274272
sh600002,ÆëÂ³ÍËÊÐ,2006-03-16,,,,10.100000,10.110000,10.100000,10.100000,11.145614,,0.000000,1023505.000000,10337533.000000,0.002924,3535000000.000000,19695000000.000000,0.000000,0.000000,8.606732,1.095635,5.580647,2.627722,,,,,,,,,,,81.690950,84.984234,75.104382,,,,,41.666667,54.166667,,,,0.000990,0.882628
sh600002,ÆëÂ³ÍËÊÐ,2006-03-15,,,,10.110000,10.120000,10.100000,10.100000,11.145614,,0.000000,1865414.000000,18850557.000000,0.005330,3535000000.000000,19695000000.000000,0.000000,0.000000,8.606732,1.095635,5.580647,2.627722,,,,,,,,,,,83.647536,86.630877,77.680856,,,,,41.666667,58.333333,,,,0.001980,1.089548
sh600002,ÆëÂ³ÍËÊÐ,2006-03-14,,,,10.100000,10.120000,10.100000,10.100000,11.145614,,-0.000989,706911.000000,7143688.000000,0.002020,3535000000.000000,19695000000.000000,0.000000,0.000000,8.606732,1.095635,5.580647,2.627722,,,,,,,,,,,86.582416,88.122547,83.502154,ËÀ²æ,,,,50.000000,62.500000,,,,0.001978,0.323061
sh600002,ÆëÂ³ÍËÊÐ,2006-03-13,,,,10.120000,10.120000,10.110000,10.110000,11.156648,,-0.000988,706660.000000,7144501.000000,0.002019,3538500000.000000,19714500000.000000,0.000000,0.000000,8.615252,1.096719,5.586172,2.630323,,,,,,,,,,,90.984735,88.892612,95.168980,,,,,58.333333,65.277778,,,,0.000988,0.206594
sh600002,ÆëÂ³ÍËÊÐ,2006-03-10,,,,10.110000,10.120000,10.100000,10.120000,11.167682,,0.000989,1495562.000000,15125954.000000,0.004273,3542000000.000000,19734000000.000000,0.000000,0.000000,8.623773,1.097804,5.591696,2.632924,,,,,,,,,,,92.032658,87.846551,100.404871,,,,,66.666667,65.277778,,,,0.001978,0.252360
sh600002,ÆëÂ³ÍËÊÐ,2006-03-09,,,,10.080000,10.120000,10.080000,10.110000,11.156648,,0.001982,3785948.000000,38228473.000000,0.010817,3538500000.000000,19714500000.000000,0.000000,0.000000,8.615252,1.096719,5.586172,2.630323,,,,,,,,,,,88.048986,85.753498,92.639964,,,,,66.666667,65.277778,,,,0.003964,0.564087
sh600002,ÆëÂ³ÍËÊÐ,2006-03-08,,,,10.080000,10.090000,10.060000,10.090000,11.134579,,0.000992,4245758.000000,42775853.000000,0.012131,3531500000.000000,19675500000.000000,0.000000,0.000000,8.598211,1.094550,5.575122,2.625120,,,,,,,,,,,87.629035,84.605753,93.675598,½ð²æ,,,,66.666667,66.666667,,,,0.002976,0.538237
sh600002,ÆëÂ³ÍËÊÐ,2006-03-07,,,,10.050000,10.090000,10.050000,10.080000,11.123544,,0.000993,6868738.000000,69148383.000000,0.019625,3528000000.000000,19656000000.000000,0.000000,0.000000,8.589690,1.093465,5.569597,2.622518,,,,,,,,,,,81.443552,83.094112,78.142432,,,,,66.666667,68.055556,,,,0.003972,0.765450
sh600002,ÆëÂ³ÍËÊÐ,2006-03-06,,,,10.090000,10.090000,10.030000,10.070000,11.112510,,0.001990,13235456.000000,132996862.000000,0.037816,3524500000.000000,19636500000.000000,0.000000,0.000000,8.581169,1.092380,5.564072,2.619917,,,,,,,,,,,78.415329,83.919392,67.407201,,,,,66.666667,69.444444,,,,0.005970,1.334133
sh600002,ÆëÂ³ÍËÊÐ,2006-03-03,,,,10.050000,10.070000,10.050000,10.050000,11.090440,,0.000000,5422293.000000,54540331.000000,0.015492,3517500000.000000,19597500000.000000,0.000000,0.000000,8.564126,1.090211,5.553021,2.614714,,,,,,,,,,,78.734104,86.671424,62.859463,,,,,58.333333,69.444444,,,,0.001990,0.555126
sh600002,ÆëÂ³ÍËÊÐ,2006-03-02,,,,10.060000,10.060000,10.050000,10.050000,11.090440,,0.000000,9669123.000000,97201850.000000,0.027626,3517500000.000000,19597500000.000000,0.000000,0.000000,8.564126,1.090211,5.553021,2.614714,,,,,,,,,,,90.323378,90.640085,89.689965,ËÀ²æ,,,,66.666667,69.444444,,,,0.000995,0.906032
sh600002,ÆëÂ³ÍËÊÐ,2006-03-01,,,,10.060000,10.070000,10.050000,10.050000,11.090440,,0.000000,9671705.000000,97266281.000000,0.027633,3517500000.000000,19597500000.000000,0.000000,0.000000,8.564126,1.090211,5.553021,2.614714,,,,,,,,,,,96.011383,90.798438,106.437274,,,,,75.000000,68.055556,,,,0.001990,0.771736
sh600002,ÆëÂ³ÍËÊÐ,2006-02-28,,,,10.070000,10.080000,10.040000,10.050000,11.090440,,-0.001986,11604620.000000,116765871.000000,0.033156,3517500000.000000,19597500000.000000,0.000000,0.000000,8.564126,1.090211,5.553021,2.614714,,,,,,,,,,,95.851937,88.191965,111.171881,,,,,75.000000,65.277778,,,,0.003972,0.662391
sh600002,ÆëÂ³ÍËÊÐ,2006-02-27,,,,10.060000,10.090000,10.060000,10.070000,11.112509,,0.000994,12470622.000000,125619465.000000,0.035630,3524500000.000000,19636500000.000000,0.000000,0.000000,8.581168,1.092380,5.564071,2.619917,,,,,,,,,,,94.753515,84.361979,115.536588,,,,,75.000000,61.111111,,,,0.002982,0.363369
sh600002,ÆëÂ³ÍËÊÐ,2006-02-24,,,,10.030000,10.070000,10.030000,10.060000,11.101474,,0.002991,9943671.000000,99973047.000000,0.028410,3521000000.000000,19617000000.000000,0.000000,0.000000,8.572647,1.091296,5.558546,2.617315,,,,,,,,,,,92.618078,79.166211,119.521812,,,,,66.666667,55.555556,,,,0.003988,0.289129
sh600002,ÆëÂ³ÍËÊÐ,2006-02-23,,,,10.020000,10.030000,10.010000,10.030000,11.068369,,0.000998,18971394.000000,190058461.000000,0.054204,3510500000.000000,19558500000.000000,0.000000,0.000000,8.547083,1.088041,5.541970,2.609510,,,,,,,,,,,89.173422,72.440278,122.639712,,,,,58.333333,51.388889,,,,0.001996,0.583308
sh600002,ÆëÂ³ÍËÊÐ,2006-02-22,,,,10.010000,10.020000,10.000000,10.020000,11.057333,,0.002000,34606122.000000,346300069.000000,0.098875,3507000000.000000,19539000000.000000,0.000000,0.000000,8.538561,1.086957,5.536445,2.606908,,,,,,,,,,,83.760134,64.073705,123.132990,,,,,58.333333,48.611111,,,,0.002000,1.068299
sh600002,ÆëÂ³ÍËÊÐ,2006-02-21,,,,10.010000,10.030000,10.000000,10.000000,11.035263,,0.010101,95605460.000000,957526505.000000,0.273158,3500000000.000000,19500000000.000000,0.000000,0.000000,8.521518,1.084787,5.525394,2.601705,,,,,,,,,,,75.891457,54.230491,119.213388,,,,,58.333333,45.833333,,,,0.003030,3.498672
sh600002,ÆëÂ³ÍËÊÐ,2006-02-20,,,,9.900000,9.900000,9.900000,9.900000,10.924910,,0.100000,12832596.000000,127042700.000000,0.036665,3465000000.000000,19305000000.000000,1.000000,0.000000,8.436303,1.073939,5.470140,2.575688,,,,,,,,,,,64.590954,43.400008,106.972845,,,,,50.000000,43.055556,,,,0.000000,1.256613
sh600002,ÆëÂ³ÍËÊÐ,2006-02-17,,,,9.000000,9.000000,9.000000,9.000000,9.931737,,0.100244,603428.000000,5430852.000000,0.001724,3150000000.000000,17550000000.000000,1.000000,0.000000,7.669366,0.976308,4.972855,2.341534,,,,,,,,,,,46.886431,32.804535,75.050222,½ð²æ,,,,41.666667,41.666667,,,,0.000000,0.061794
sh600002,ÆëÂ³ÍËÊÐ,2006-02-07,,,,8.490000,8.500000,8.040000,8.180000,9.026849,,-0.033097,18320710.000000,151242194.000000,0.052345,2863000000.000000,15951000000.000000,0.000000,0.000000,6.970605,0.887356,4.519774,2.128196,,,,,,,,,,,20.329646,25.763588,9.461763,,,,,41.666667,41.666667,,,,0.054374,1.494065
sh600002,ÆëÂ³ÍËÊÐ,2006-02-06,,,,8.350000,8.590000,8.340000,8.460000,9.335837,,0.014388,9268891.000000,78328925.000000,0.026483,2961000000.000000,16497000000.000000,0.000000,0.000000,7.209208,0.917730,4.674486,2.201044,,,,,,,,,,,22.802162,28.480558,11.445368,,,,,41.666667,41.666667,,,,0.029976,0.881766
sh600002,ÆëÂ³ÍËÊÐ,2006-01-25,,,,8.260000,8.420000,8.250000,8.340000,9.203419,,0.008464,10034624.000000,83603204.000000,0.028670,2919000000.000000,16263000000.000000,0.000000,0.000000,7.106953,0.904713,4.608183,2.169824,,,,,,,,,,,19.203242,31.319757,-5.029786,,,,,41.666667,41.666667,,,,0.020556,0.929989
sh600002,ÆëÂ³ÍËÊÐ,2006-01-24,,,,8.450000,8.540000,8.260000,8.270000,9.126175,,-0.024764,10597798.000000,88619472.000000,0.030279,2894500000.000000,16126500000.000000,0.000000,0.000000,7.047305,0.897120,4.569507,2.151613,,,,,,,,,,,22.376292,37.378014,-7.627151,,,,,41.666667,41.666667,,,,0.033019,1.001542
sh600002,ÆëÂ³ÍËÊÐ,2006-01-23,,,,8.720000,8.760000,8.410000,8.480000,9.357914,,-0.027523,13089593.000000,111575358.000000,0.037399,2968000000.000000,16536000000.000000,0.000000,0.000000,7.226256,0.919900,4.685540,2.206248,,,,,,,,,,,32.839800,44.878875,8.761652,,,,,41.666667,40.277778,,,,0.040138,1.337158
sh600002,ÆëÂ³ÍËÊÐ,2006-01-20,,,,8.790000,8.850000,8.620000,8.720000,9.622761,,-0.007964,9567792.000000,83221519.000000,0.027337,3052000000.000000,17004000000.000000,0.000000,0.000000,7.430773,0.945935,4.818150,2.268690,,,,,,,,,,,43.521996,50.898412,28.769164,,,,,41.666667,38.888889,,,,0.026166,1.095371
sh600002,ÆëÂ³ÍËÊÐ,2006-01-19,,,,8.850000,8.950000,8.660000,8.790000,9.700012,,-0.002270,10660421.000000,93433831.000000,0.030458,3076500000.000000,17140500000.000000,0.000000,0.000000,7.490427,0.953529,4.856829,2.286902,,,,,,,,,,,50.188654,54.586620,41.392722,,,,,41.666667,38.888889,,,,0.032917,1.143598
sh600002,ÆëÂ³ÍËÊÐ,2006-01-18,,,,8.740000,8.940000,8.740000,8.810000,9.722081,,0.008009,8991805.000000,79859177.000000,0.025691,3083500000.000000,17179500000.000000,0.000000,0.000000,7.507469,0.955699,4.867879,2.292106,,,,,,,,,,,50.706710,56.785602,38.548924,,,,,41.666667,38.888889,,,,0.022883,0.998655
sh600002,ÆëÂ³ÍËÊÐ,2006-01-17,,,,8.640000,8.840000,8.560000,8.740000,9.644836,,0.011574,6635950.000000,58054833.000000,0.018960,3059000000.000000,17043000000.000000,0.000000,0.000000,7.447819,0.948105,4.829202,2.273894,,,,,,,,,,,48.640710,59.825049,26.272031,,,,,41.666667,38.888889,,,,0.032407,0.715397
sh600002,ÆëÂ³ÍËÊÐ,2006-01-16,,,,8.610000,8.860000,8.580000,8.640000,9.534484,,-0.005754,7817801.000000,68471299.000000,0.022337,3024000000.000000,16848000000.000000,0.000000,0.000000,7.362604,0.937258,4.773949,2.247877,,,,,,,,,,,51.186871,65.417218,22.726175,,,,,33.333333,37.500000,,,,0.032221,0.671951
sh600002,ÆëÂ³ÍËÊÐ,2006-01-13,,,,8.800000,8.810000,8.570000,8.690000,9.589663,,-0.011377,12503132.000000,108422297.000000,0.035723,3041500000.000000,16945500000.000000,0.000000,0.000000,7.405214,0.942682,4.801577,2.260886,,,,,,,,,,,63.070629,72.532392,44.147102,,,,,33.333333,37.500000,,,,0.027304,1.095558
sh600002,ÆëÂ³ÍËÊÐ,2006-01-12,,,,8.770000,8.850000,8.670000,8.790000,9.700020,,0.002281,9070877.000000,79421718.000000,0.025917,3076500000.000000,17140500000.000000,0.000000,0.000000,7.490433,0.953530,4.856833,2.286904,,,,,,,,,,,76.864008,77.263274,76.065475,ËÀ²æ,,,,41.666667,37.500000,,,,0.020525,0.782581
sh600002,ÆëÂ³ÍËÊÐ,2006-01-11,,,,9.000000,9.020000,8.680000,8.770000,9.677944,,-0.029867,10351750.000000,91275258.000000,0.029576,3069500000.000000,17101500000.000000,0.000000,0.000000,7.473386,0.951360,4.845780,2.281700,,,,,,,,,,,78.453906,77.462907,80.435904,,,,,41.666667,37.500000,,,,0.037611,0.788402
sh600002,ÆëÂ³ÍËÊÐ,2006-01-10,,,,8.640000,9.090000,8.610000,9.040000,9.975895,,0.046296,18428875.000000,162863139.000000,0.052654,3164000000.000000,17628000000.000000,0.000000,0.000000,7.703465,0.980649,4.994964,2.351945,,,,,,,,,,,81.715947,76.967408,91.213025,,,,,41.666667,37.500000,,,,0.055556,1.327510
sh600002,ÆëÂ³ÍËÊÐ,2006-01-09,,,,8.550000,8.670000,8.500000,8.640000,9.534486,,0.005821,6708214.000000,57750585.000000,0.019166,3024000000.000000,16848000000.000000,0.000000,0.000000,7.362606,0.937258,4.773950,2.247877,,,,,,,,,,,74.766903,74.593138,75.114432,,,,,33.333333,38.888889,,,,0.019790,0.458779
sh600002,ÆëÂ³ÍËÊÐ,2006-01-06,,,,8.550000,8.720000,8.470000,8.590000,9.479307,,-0.003480,13395154.000000,115135737.000000,0.038272,3006500000.000000,16750500000.000000,0.000000,0.000000,7.319996,0.931834,4.746321,2.234868,,,,,,,,,,,74.905456,74.506256,75.703857,,,,,33.333333,41.666667,,,,0.029002,0.735164
sh600002,ÆëÂ³ÍËÊÐ,2006-01-05,,,,8.650000,8.840000,8.580000,8.620000,9.512410,,-0.002315,16766212.000000,145870063.000000,0.047903,3017000000.000000,16809000000.000000,0.000000,0.000000,7.345559,0.935088,4.762896,2.242673,,,,,,,,,,,77.209670,74.306656,83.015697,,,,,33.333333,45.833333,,,,0.030093,1.010764
sh600002,ÆëÂ³ÍËÊÐ,2006-01-04,,,,8.680000,8.750000,8.550000,8.640000,9.534482,,-0.015945,14113000.000000,121999709.000000,0.040323,3024000000.000000,16848000000.000000,0.000000,0.000000,7.362603,0.937257,4.773948,2.247877,,,,,,,,,,,77.976667,72.855149,88.219702,,,,,41.666667,50.000000,,,,0.022779,1.006900
sh600002,ÆëÂ³ÍËÊÐ,2005-12-30,,,,8.700000,8.890000,8.540000,8.780000,9.688973,,-0.001138,22126901.000000,192416698.000000,0.063220,3073000000.000000,17121000000.000000,0.000000,0.000000,7.481902,0.952444,4.851302,2.284300,,,,,,,,,,,78.226261,70.294390,94.090004,,,,,41.666667,52.777778,,,,0.039818,1.714143
sh600002,ÆëÂ³ÍËÊÐ,2005-12-29,,,,7.950000,8.790000,7.950000,8.790000,9.700012,,0.100125,24701891.000000,209585559.000000,0.070577,3076500000.000000,17140500000.000000,1.000000,0.000000,7.490426,0.953529,4.856829,2.286902,,,,,,,,,,,72.294347,66.328454,84.226131,½ð²æ,,,,50.000000,55.555556,,,,0.105131,2.557995
sh600002,ÆëÂ³ÍËÊÐ,2005-12-28,,,,8.030000,8.080000,7.950000,7.990000,8.817191,,-0.004981,5230328.000000,41862230.000000,0.014944,2796500000.000000,15580500000.000000,0.000000,0.000000,6.808705,0.866746,4.414797,2.078766,,,,,,,,,,,58.441520,63.345508,48.633544,,,,,50.000000,58.333333,,,,0.016189,0.868616
sh600002,ÆëÂ³ÍËÊÐ,2005-12-27,,,,8.120000,8.130000,7.970000,8.030000,8.861329,,-0.008642,3909322.000000,31355116.000000,0.011169,2810500000.000000,15658500000.000000,0.000000,0.000000,6.842789,0.871085,4.436898,2.089172,,,,,,,,,,,62.662280,65.797502,56.391836,,,,,58.333333,61.111111,,,,0.019753,0.699094
sh600002,ÆëÂ³ÍËÊÐ,2005-12-26,,,,7.980000,8.110000,7.910000,8.100000,8.938576,,0.012500,8573728.000000,68940428.000000,0.024496,2835000000.000000,15795000000.000000,0.000000,0.000000,6.902440,0.878679,4.475576,2.107384,,,,,,,,,,,64.231515,67.365113,57.964320,,,,,58.333333,62.500000,,,,0.025000,1.636532
sh600002,ÆëÂ³ÍËÊÐ,2005-12-23,,,,7.910000,8.070000,7.880000,8.000000,8.828223,,0.011378,5868427.000000,46750991.000000,0.016767,2800000000.000000,15600000000.000000,0.000000,0.000000,6.817224,0.867831,4.420322,2.081367,,,,,,,,,,,59.137971,68.931912,39.550088,,,,,58.333333,65.277778,,,,0.024020,1.355675
sh600002,ÆëÂ³ÍËÊÐ,2005-12-22,,,,7.900000,7.970000,7.780000,7.910000,8.728906,,0.000000,6525439.000000,51146907.000000,0.018644,2768500000.000000,15424500000.000000,0.000000,0.000000,6.740531,0.858068,4.370593,2.057952,,,,,,,,,,,63.125561,73.828883,41.718917,,,,,58.333333,68.055556,,,,0.024020,1.630641
sh600002,ÆëÂ³ÍËÊÐ,2005-12-21,,,,8.090000,8.110000,7.900000,7.910000,8.728906,,-0.022250,3082990.000000,24681127.000000,0.008809,2768500000.000000,15424500000.000000,0.000000,0.000000,6.740531,0.858068,4.370593,2.057952,,,,,,,,,,,72.990228,79.180544,60.609598,ËÀ²æ,,,,66.666667,70.833333,,,,0.025958,0.735614
sh600002,ÆëÂ³ÍËÊÐ,2005-12-20,,,,8.060000,8.100000,7.970000,8.090000,8.927544,,0.003722,2144217.000000,17218017.000000,0.006126,2831500000.000000,15775500000.000000,0.000000,0.000000,6.893920,0.877594,4.470052,2.104783,,,,,,,,,,,83.678891,82.275701,86.485270,,,,,66.666667,70.833333,,,,0.016129,0.369935
sh600002,ÆëÂ³ÍËÊÐ,2005-12-19,,,,8.080000,8.200000,7.990000,8.060000,8.894438,,-0.004938,4022860.000000,32560464.000000,0.011494,2821000000.000000,15717000000.000000,0.000000,0.000000,6.868356,0.874340,4.453476,2.096978,,,,,,,,,,,84.473560,81.574107,90.272467,,,,,66.666667,69.444444,,,,0.025926,0.454012
sh600002,ÆëÂ³ÍËÊÐ,2005-12-16,,,,7.940000,8.120000,7.870000,8.100000,8.938577,,0.020151,4233310.000000,33834635.000000,0.012095,2835000000.000000,15795000000.000000,0.000000,0.000000,6.902441,0.878679,4.475576,2.107384,,,,,,,,,,,84.862514,80.124380,94.338783,,,,,75.000000,68.055556,,,,0.031486,0.466164
sh600002,ÆëÂ³ÍËÊÐ,2005-12-15,,,,8.120000,8.120000,7.900000,7.940000,8.762014,,-0.020962,7471842.000000,59614941.000000,0.021348,2779000000.000000,15483000000.000000,0.000000,0.000000,6.766097,0.861322,4.387170,2.065757,,,,,,,,,,,82.293771,77.755313,91.370688,,,,,75.000000,66.666667,,,,0.027127,0.752382
sh600002,ÆëÂ³ÍËÊÐ,2005-12-14,,,,8.050000,8.210000,7.990000,8.110000,8.949616,,0.006203,11108752.000000,89862181.000000,0.031739,2838500000.000000,15814500000.000000,0.000000,0.000000,6.910965,0.879764,4.481103,2.109987,,,,,,,,,,,85.387560,75.486084,105.190512,,,,,75.000000,63.888889,,,,0.027295,0.724713
sh600002,ÆëÂ³ÍËÊÐ,2005-12-13,,,,7.780000,8.130000,7.780000,8.060000,8.894443,,0.035990,17466682.000000,139970216.000000,0.049905,2821000000.000000,15717000000.000000,0.000000,0.000000,6.868360,0.874340,4.453478,2.096979,,,,,,,,,,,82.506118,70.535346,106.447664,,,,,66.666667,59.722222,,,,0.044987,1.179755
sh600002,ÆëÂ³ÍËÊÐ,2005-12-12,,,,7.740000,7.850000,7.680000,7.780000,8.585453,,0.005168,5125210.000000,39795476.000000,0.014643,2723000000.000000,15171000000.000000,0.000000,0.000000,6.629755,0.843966,4.298766,2.024131,,,,,,,,,,,77.092511,64.549959,102.177615,,,,,58.333333,56.944444,,,,0.021964,0.409467
sh600002,ÆëÂ³ÍËÊÐ,2005-12-09,,,,7.660000,7.810000,7.590000,7.740000,8.541311,,-0.005141,8482115.000000,65491999.000000,0.024235,2709000000.000000,15093000000.000000,0.000000,0.000000,6.595669,0.839627,4.276664,2.013724,,,,,,,,,,,72.265272,58.278683,100.238451,,,,,58.333333,56.944444,,,,0.028278,0.698910
sh600002,ÆëÂ³ÍËÊÐ,2005-12-08,,,,7.550000,7.890000,7.540000,7.780000,8.585449,,0.038718,34459710.000000,266979914.000000,0.098456,2723000000.000000,15171000000.000000,0.000000,0.000000,6.629752,0.843966,4.298764,2.024130,,,,,,,,,,,67.221438,51.285388,99.093537,,,,,66.666667,55.555556,,,,0.046729,2.957960
sh600002,ÆëÂ³ÍËÊÐ,2005-12-07,,,,7.300000,7.500000,7.290000,7.490000,8.265428,,0.023224,8493009.000000,63211017.000000,0.024266,2621500000.000000,14605500000.000000,0.000000,0.000000,6.382630,0.812507,4.138528,1.948681,,,,,,,,,,,57.302745,43.317364,85.273509,,,,,58.333333,52.777778,,,,0.028689,1.465834
sh600002,ÆëÂ³ÍËÊÐ,2005-12-06,,,,7.150000,7.360000,7.110000,7.320000,8.077829,,0.023776,6023930.000000,43835690.000000,0.017211,2562000000.000000,14274000000.000000,0.000000,0.000000,6.237764,0.794066,4.044597,1.904452,,,,,,,,,,,39.079118,36.324673,44.588008,½ð²æ,,,,50.000000,50.000000,,,,0.034965,1.081546
sh600002,ÆëÂ³ÍËÊÐ,2005-12-05,,,,7.210000,7.270000,7.080000,7.150000,7.890231,,-0.013793,3222231.000000,23098880.000000,0.009206,2502500000.000000,13942500000.000000,0.000000,0.000000,6.092899,0.775624,3.950666,1.860223,,,,,,,,,,,29.452010,34.947450,18.461130,,,,,50.000000,50.000000,,,,0.026207,0.545038
