¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,ÐÂÀËÐÐÒµ,ÐÂÀË¸ÅÄî,ÐÂÀËµØÓò,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,ºó¸´È¨¼Û,Ç°¸´È¨¼Û,ÕÇµø·ù,³É½»Á¿,³É½»¶î,»»ÊÖÂÊ,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ,ÊÇ·ñÕÇÍ£,ÊÇ·ñµøÍ£,ÊÐÓ¯ÂÊTTM,ÊÐÏúÂÊTTM,ÊÐÏÖÂÊTTM,ÊÐ¾»ÂÊ,MA_5,MA_10,MA_20,MA_30,MA_60,MA½ð²æËÀ²æ,MACD_DIF,MACD_DEA,MACD_MACD,MACD_½ð²æËÀ²æ,KDJ_K,KDJ_D,KDJ_J,KDJ_½ð²æËÀ²æ,²¼ÁÖÏßÖÐ¹ì,²¼ÁÖÏßÉÏ¹ì,²¼ÁÖÏßÏÂ¹ì,psy,psyma,rsi1,rsi2,rsi3,Õñ·ù,Á¿±È
sh600002,ÆëÂ³ÍËÊÐ,2004-02-25,,,,10.010000,10.220000,9.920000,9.980000,10.585930,,-0.003992,5241203.000000,52584790.000000,0.014975,3493000000.000000,19461000000.000000,0.000000,0.000000,29.837409,2.149815,20.744052,4.016558,,,,,,,,,,,44.761123,52.884481,28.514405,,,,,41.666667,48.611111,,,,0.029940,0.999013
sh600002,ÆëÂ³ÍËÊÐ,2004-02-24,,,,9.710000,10.050000,9.650000,10.020000,10.628358,,0.022449,6230569.000000,61134390.000000,0.017802,3507000000.000000,19539000000.000000,0.000000,0.000000,29.956998,2.158431,20.827194,4.032657,,,,,,,,,,,48.264133,56.946161,30.900077,,,,,41.666667,51.388889,,,,0.040816,1.181516
sh600002,ÆëÂ³ÍËÊÐ,2004-02-23,,,,10.100000,10.240000,9.750000,9.800000,10.395001,,-0.034483,4506229.000000,45108510.000000,0.012875,3430000000.000000,19110000000.000000,0.000000,0.000000,29.299258,2.111040,20.369910,3.944115,,,,,,,,,,,49.800046,61.287175,26.825787,,,,,41.666667,54.166667,,,,0.048276,0.889386
sh600002,ÆëÂ³ÍËÊÐ,2004-02-20,,,,10.200000,10.200000,9.800000,10.150000,10.766254,,-0.004902,4242657.000000,42540485.000000,0.012122,3552500000.000000,19792500000.000000,0.000000,0.000000,30.345668,2.186435,21.097412,4.084977,,,,,,,,,,,62.680838,67.030739,53.981034,,,,,50.000000,55.555556,,,,0.039216,0.763058
sh600002,ÆëÂ³ÍËÊÐ,2004-02-19,,,,10.180000,10.590000,10.120000,10.200000,10.819290,,0.001965,6011246.000000,62533731.000000,0.017175,3570000000.000000,19890000000.000000,0.000000,0.000000,30.495155,2.197206,21.201341,4.105101,,,,,,,,,,,65.175103,69.205690,57.113927,,,,,58.333333,55.555556,,,,0.046169,0.995607
sh600002,ÆëÂ³ÍËÊÐ,2004-02-18,,,,9.980000,10.260000,9.700000,10.180000,10.798072,,0.016983,5376140.000000,53867819.000000,0.015360,3563000000.000000,19851000000.000000,0.000000,0.000000,30.435350,2.192897,21.159762,4.097050,,,,,,,,,,,66.512654,71.220984,57.095994,,,,,58.333333,55.555556,,,,0.055944,0.880917
sh600002,ÆëÂ³ÍËÊÐ,2004-02-17,,,,10.250000,10.310000,9.950000,10.010000,10.617751,,-0.024366,5197100.000000,52891383.000000,0.014849,3503500000.000000,19519500000.000000,0.000000,0.000000,29.927098,2.156277,20.806407,4.028632,,,,,,,,,,,68.268981,73.575149,57.656644,,,,,58.333333,55.555556,,,,0.035088,0.797069
sh600002,ÆëÂ³ÍËÊÐ,2004-02-16,,,,10.100000,10.360000,10.060000,10.260000,10.882924,,0.021912,6973225.000000,71322854.000000,0.019924,3591000000.000000,20007000000.000000,0.000000,0.000000,30.674513,2.210129,21.326037,4.129245,,,,,,,,,,,75.881732,76.228233,75.188730,,,,,58.333333,56.944444,,,,0.029880,0.908674
sh600002,ÆëÂ³ÍËÊÐ,2004-02-13,,,,9.610000,10.100000,9.610000,10.040000,10.649570,,0.044745,6631133.000000,65555195.000000,0.018946,3514000000.000000,19578000000.000000,0.000000,0.000000,30.016785,2.162739,20.868761,4.040705,,,,,,,,,,,73.892042,76.401484,68.873160,,,,,50.000000,59.722222,,,,0.050989,0.861636
sh600002,ÆëÂ³ÍËÊÐ,2004-02-12,,,,9.760000,9.950000,9.550000,9.610000,10.193464,,-0.015369,6336866.000000,61396854.000000,0.018105,3363500000.000000,18739500000.000000,0.000000,0.000000,28.731208,2.070112,19.974981,3.867647,,,,,,,,,,,72.698529,77.656204,62.783178,,,,,50.000000,62.500000,,,,0.040984,0.721609
sh600002,ÆëÂ³ÍËÊÐ,2004-02-11,,,,9.980000,9.980000,9.580000,9.760000,10.352573,,-0.023023,7462975.000000,72418181.000000,0.021323,3416000000.000000,19032000000.000000,0.000000,0.000000,29.179670,2.102424,20.286768,3.928017,,,,,,,,,,,77.624868,80.135042,72.604522,ËÀ²æ,,,,58.333333,65.277778,,,,0.040040,0.772728
sh600002,ÆëÂ³ÍËÊÐ,2004-02-10,,,,10.050000,10.550000,9.800000,9.990000,10.596537,,-0.007944,10966144.000000,111412136.000000,0.031332,3496500000.000000,19480500000.000000,0.000000,0.000000,29.867305,2.151969,20.764837,4.020583,,,,,,,,,,,82.049951,81.390128,83.369595,,,,,58.333333,66.666667,,,,0.074479,1.047534
sh600002,ÆëÂ³ÍËÊÐ,2004-02-09,,,,10.200000,10.200000,9.750000,10.070000,10.681390,,-0.001982,7082801.000000,70641012.000000,0.020237,3524500000.000000,19636500000.000000,0.000000,0.000000,30.106471,2.169201,20.931113,4.052778,,,,,,,,,,,84.142120,81.060217,90.305925,,,,,66.666667,66.666667,,,,0.044599,0.689653
sh600002,ÆëÂ³ÍËÊÐ,2004-02-06,,,,9.750000,10.500000,9.700000,10.090000,10.702602,,0.024365,12059116.000000,123423325.000000,0.034455,3531500000.000000,19675500000.000000,0.000000,0.000000,30.166260,2.173509,20.972681,4.060826,,,,,,,,,,,84.882534,79.519266,95.609072,,,,,75.000000,65.277778,,,,0.081218,1.183720
sh600002,ÆëÂ³ÍËÊÐ,2004-02-05,,,,9.510000,9.900000,9.400000,9.850000,10.448036,,0.032495,10718780.000000,103918799.000000,0.030625,3447500000.000000,19207500000.000000,0.000000,0.000000,29.448742,2.121811,20.473836,3.964238,,,,,,,,,,,85.589931,76.837632,103.094529,,,,,66.666667,63.888889,,,,0.052411,1.123285
sh600002,ÆëÂ³ÍËÊÐ,2004-02-04,,,,9.140000,9.580000,9.110000,9.540000,10.119212,,0.043764,11515799.000000,108051604.000000,0.032902,3339000000.000000,18603000000.000000,0.000000,0.000000,28.521922,2.055033,19.829477,3.839474,,,,,,,,,,,79.714683,72.461482,94.221086,,,,,66.666667,63.888889,,,,0.051422,1.349969
sh600002,ÆëÂ³ÍËÊÐ,2004-02-03,,,,8.490000,9.280000,8.400000,9.140000,9.694923,,0.076561,9973993.000000,88713049.000000,0.028497,3199000000.000000,17823000000.000000,0.000000,0.000000,27.326026,1.968867,18.998047,3.678489,,,,,,,,,,,70.854076,68.834881,74.892466,½ð²æ,,,,66.666667,63.888889,,,,0.103651,1.363473
sh600002,ÆëÂ³ÍËÊÐ,2004-02-02,,,,8.800000,8.810000,8.020000,8.490000,9.005457,,0.030340,6669669.000000,55865515.000000,0.019056,2971500000.000000,16555500000.000000,0.000000,0.000000,25.382701,1.828849,17.646977,3.416888,,,,,,,,,,,60.447781,67.825284,45.692776,,,,,58.333333,62.500000,,,,0.095874,0.989811
sh600002,ÆëÂ³ÍËÊÐ,2004-01-30,,,,8.580000,8.580000,8.210000,8.240000,8.740277,,-0.041860,8833510.000000,73684916.000000,0.025239,2884000000.000000,16068000000.000000,0.000000,0.000000,24.635267,1.774995,17.127333,3.316273,,,,,,,,,,,62.146031,71.514035,43.410022,,,,,58.333333,62.500000,,,,0.043023,0.748048
sh600002,ÆëÂ³ÍËÊÐ,2004-01-29,,,,8.800000,8.900000,8.550000,8.600000,9.122129,,-0.019384,5659115.000000,49330681.000000,0.016169,3010000000.000000,16770000000.000000,0.000000,0.000000,25.711552,1.852543,17.875606,3.461157,,,,,,,,,,,72.706226,76.198037,65.722602,,,,,66.666667,62.500000,,,,0.039909,0.385853
sh600002,ÆëÂ³ÍËÊÐ,2004-01-16,,,,8.700000,8.800000,8.480000,8.770000,9.302448,,0.002286,5439398.000000,47108689.000000,0.015541,3069500000.000000,17101500000.000000,0.000000,0.000000,26.219797,1.889162,18.228956,3.529574,,,,,,,,,,,77.008056,77.943943,75.136283,,,,,66.666667,59.722222,,,,0.036571,0.321744
sh600002,ÆëÂ³ÍËÊÐ,2004-01-15,,,,8.580000,9.000000,8.500000,8.750000,9.281231,,0.015081,7089937.000000,62433427.000000,0.020257,3062500000.000000,17062500000.000000,0.000000,0.000000,26.159995,1.884853,18.187380,3.521524,,,,,,,,,,,78.012085,78.411887,77.212481,ËÀ²æ,,,,66.666667,58.333333,,,,0.058005,0.391058
sh600002,ÆëÂ³ÍËÊÐ,2004-01-14,,,,8.800000,9.160000,8.600000,8.620000,9.143340,,-0.011468,32021745.000000,285924649.000000,0.091491,3017000000.000000,16809000000.000000,0.000000,0.000000,25.771337,1.856850,17.917171,3.469205,,,,,,,,,,,79.076951,78.611787,80.007277,,,,,58.333333,56.944444,,,,0.064220,1.661030
sh600002,ÆëÂ³ÍËÊÐ,2004-01-13,,,,8.550000,9.000000,8.470000,8.720000,9.249412,,0.028302,23122312.000000,203040916.000000,0.066064,3052000000.000000,17004000000.000000,0.000000,0.000000,26.070312,1.878392,18.125029,3.509451,,,,,,,,,,,82.115426,78.379206,89.587866,,,,,58.333333,55.555556,,,,0.062500,1.554970
sh600002,ÆëÂ³ÍËÊÐ,2004-01-12,,,,7.680000,8.510000,7.600000,8.480000,8.994840,,0.095607,16856484.000000,137015634.000000,0.048161,2968000000.000000,16536000000.000000,0.000000,0.000000,25.352777,1.826693,17.626173,3.412860,,,,,,,,,,,80.781835,76.511096,89.323312,½ð²æ,,,,58.333333,55.555556,,,,0.117571,1.318804
sh600002,ÆëÂ³ÍËÊÐ,2004-01-09,,,,8.200000,8.300000,7.700000,7.740000,8.209915,,-0.058394,11560194.000000,92402506.000000,0.033029,2709000000.000000,15093000000.000000,0.000000,0.000000,23.140394,1.667288,16.088043,3.115040,,,,,,,,,,,72.283863,74.375726,68.100136,ËÀ²æ,,,,50.000000,55.555556,,,,0.072993,0.823882
sh600002,ÆëÂ³ÍËÊÐ,2004-01-08,,,,8.000000,8.260000,7.860000,8.220000,8.719055,,0.024938,12830500.000000,103339439.000000,0.036659,2877000000.000000,16029000000.000000,0.000000,0.000000,24.575453,1.770686,17.085749,3.308221,,,,,,,,,,,82.987198,75.421658,98.118277,,,,,58.333333,56.944444,,,,0.049875,0.922965
sh600002,ÆëÂ³ÍËÊÐ,2004-01-07,,,,7.850000,8.110000,7.690000,8.020000,8.506910,,0.021656,9980222.000000,79175957.000000,0.028515,2807000000.000000,15639000000.000000,0.000000,0.000000,23.977502,1.727603,16.670031,3.227728,,,,,,,,,,,76.298979,71.638888,85.619159,,,,,58.333333,56.944444,,,,0.053503,0.745443
sh600002,ÆëÂ³ÍËÊÐ,2004-01-06,,,,8.010000,8.140000,7.800000,7.850000,8.326589,,-0.019975,12680836.000000,100678162.000000,0.036231,2747500000.000000,15307500000.000000,0.000000,0.000000,23.469252,1.690983,16.316677,3.159310,,,,,,,,,,,70.570917,69.308843,73.095065,,,,,50.000000,55.555556,,,,0.042447,0.984896
sh600002,ÆëÂ³ÍËÊÐ,2004-01-05,,,,7.480000,8.030000,7.460000,8.010000,8.496303,,0.075168,23105104.000000,181615543.000000,0.066015,2803500000.000000,15619500000.000000,0.000000,0.000000,23.947605,1.725449,16.649246,3.223703,,,,,,,,,,,70.652294,68.677806,74.601269,½ð²æ,,,,58.333333,55.555556,,,,0.076510,2.007532
sh600002,ÆëÂ³ÍËÊÐ,2004-01-02,,,,7.180000,7.720000,7.160000,7.450000,7.902303,,0.034722,10910302.000000,81366983.000000,0.031172,2607500000.000000,14527500000.000000,0.000000,0.000000,22.273361,1.604818,15.485251,2.998325,,,,,,,,,,,57.127866,67.690562,36.002474,,,,,58.333333,55.555556,,,,0.077778,1.248880
sh600002,ÆëÂ³ÍËÊÐ,2003-12-31,,,,7.400000,7.470000,7.180000,7.200000,7.637127,,-0.036145,10265063.000000,74150286.000000,0.029329,2520000000.000000,14040000000.000000,0.000000,0.000000,21.525938,1.550965,14.965615,2.897711,,,,,,,,,,,59.501323,72.971910,32.560148,,,,,58.333333,55.555556,,,,0.038822,1.250437
sh600002,ÆëÂ³ÍËÊÐ,2003-12-30,,,,7.680000,7.680000,7.380000,7.470000,7.923522,,0.006739,7415242.000000,55448465.000000,0.021186,2614500000.000000,14566500000.000000,0.000000,0.000000,22.333170,1.609127,15.526832,3.006376,,,,,,,,,,,74.966270,79.707204,65.484402,,,,,58.333333,55.555556,,,,0.040431,0.927494
sh600002,ÆëÂ³ÍËÊÐ,2003-12-29,,,,7.550000,7.600000,7.360000,7.420000,7.870483,,-0.033854,5850329.000000,43572716.000000,0.016715,2597000000.000000,14469000000.000000,0.000000,0.000000,22.183674,1.598356,15.422897,2.986252,,,,,,,,,,,79.880598,82.077671,75.486451,ËÀ²æ,,,,50.000000,54.166667,,,,0.031250,0.658549
sh600002,ÆëÂ³ÍËÊÐ,2003-12-26,,,,7.700000,7.700000,7.460000,7.680000,8.146267,,-0.006468,9239395.000000,69971340.000000,0.026398,2688000000.000000,14976000000.000000,0.000000,0.000000,22.960996,1.654362,15.963319,3.090891,,,,,,,,,,,87.443848,83.176208,95.979128,,,,,50.000000,54.166667,,,,0.031048,0.904363
sh600002,ÆëÂ³ÍËÊÐ,2003-12-25,,,,7.540000,7.850000,7.520000,7.730000,8.199300,,0.025199,8275888.000000,63481920.000000,0.023645,2705500000.000000,15073500000.000000,0.000000,0.000000,23.110474,1.665132,16.067242,3.111013,,,,,,,,,,,87.068550,81.042388,99.120873,,,,,58.333333,55.555556,,,,0.043767,0.825209
sh600002,ÆëÂ³ÍËÊÐ,2003-12-24,,,,7.610000,7.720000,7.480000,7.540000,7.997764,,-0.014379,9193742.000000,69845929.000000,0.026268,2639000000.000000,14703000000.000000,0.000000,0.000000,22.542428,1.624204,15.672316,3.034545,,,,,,,,,,,84.769491,78.029307,98.249859,,,,,58.333333,55.555556,,,,0.031373,0.831361
sh600002,ÆëÂ³ÍËÊÐ,2003-12-23,,,,7.500000,7.710000,7.390000,7.650000,8.114442,,0.020000,11858966.000000,89410401.000000,0.033883,2677500000.000000,14917500000.000000,0.000000,0.000000,22.871294,1.647899,15.900956,3.078816,,,,,,,,,,,84.024465,74.659215,102.754966,,,,,58.333333,55.555556,,,,0.042667,0.816481
sh600002,ÆëÂ³ÍËÊÐ,2003-12-22,,,,7.020000,7.650000,7.010000,7.500000,7.955335,,0.068376,12514338.000000,92189512.000000,0.035755,2625000000.000000,14625000000.000000,0.000000,0.000000,22.422837,1.615588,15.589172,3.018447,,,,,,,,,,,78.344390,69.976590,95.079991,,,,,50.000000,55.555556,,,,0.091168,0.927368
sh600002,ÆëÂ³ÍËÊÐ,2003-12-19,,,,7.030000,7.150000,6.940000,7.020000,7.446194,,-0.001422,8301233.000000,58471070.000000,0.023718,2457000000.000000,13689000000.000000,0.000000,0.000000,20.987777,1.512190,14.591466,2.825266,,,,,,,,,,,73.564973,65.792690,89.109538,,,,,50.000000,56.944444,,,,0.029872,0.709176
sh600002,ÆëÂ³ÍËÊÐ,2003-12-18,,,,6.770000,7.050000,6.760000,7.030000,7.456798,,0.032305,13425034.000000,93493000.000000,0.038357,2460500000.000000,13708500000.000000,0.000000,0.000000,21.017664,1.514343,14.612245,2.829290,,,,,,,,,,,69.131243,61.906549,83.580631,½ð²æ,,,,58.333333,59.722222,,,,0.042584,1.230339
sh600002,ÆëÂ³ÍËÊÐ,2003-12-17,,,,6.650000,7.060000,6.630000,6.810000,7.223444,,0.016418,26522841.000000,183710778.000000,0.075780,2383500000.000000,13279500000.000000,0.000000,0.000000,20.359936,1.466954,14.154968,2.740750,,,,,,,,,,,56.004557,58.294202,51.425266,,,,,58.333333,61.111111,,,,0.064179,3.009794
sh600002,ÆëÂ³ÍËÊÐ,2003-12-16,,,,6.550000,6.720000,6.410000,6.700000,7.106765,,0.024465,6708913.000000,43984046.000000,0.019168,2345000000.000000,13065000000.000000,0.000000,0.000000,20.031066,1.443258,13.926326,2.696479,,,,,,,,,,,53.237604,59.439024,40.834764,,,,,58.333333,62.500000,,,,0.047401,1.328539
sh600002,ÆëÂ³ÍËÊÐ,2003-12-15,,,,6.580000,6.580000,6.470000,6.540000,6.937050,,-0.001527,3569273.000000,23240395.000000,0.010198,2289000000.000000,12753000000.000000,0.000000,0.000000,19.552709,1.408792,13.593755,2.632085,,,,,,,,,,,49.005342,62.539734,21.936558,,,,,58.333333,63.888889,,,,0.016794,0.740154
sh600002,ÆëÂ³ÍËÊÐ,2003-12-12,,,,6.610000,6.620000,6.450000,6.550000,6.947660,,-0.012066,4332213.000000,28196221.000000,0.012378,2292500000.000000,12772500000.000000,0.000000,0.000000,19.582612,1.410947,13.614544,2.636110,,,,,,,,,,,58.924680,69.306930,38.160179,,,,,58.333333,66.666667,,,,0.025641,0.769512
sh600002,ÆëÂ³ÍËÊÐ,2003-12-11,,,,6.700000,6.710000,6.600000,6.630000,7.032514,,-0.008969,2927657.000000,19450979.000000,0.008365,2320500000.000000,12928500000.000000,0.000000,0.000000,19.821782,1.428179,13.780824,2.668306,,,,,,,,,,,71.387020,74.498055,65.164949,,,,,66.666667,69.444444,,,,0.016442,0.458422
sh600002,ÆëÂ³ÍËÊÐ,2003-12-10,,,,6.600000,6.880000,6.580000,6.690000,7.096159,,0.012103,7711167.000000,51915484.000000,0.022032,2341500000.000000,13045500000.000000,0.000000,0.000000,20.001172,1.441104,13.905542,2.692455,,,,,,,,,,,75.462883,76.053573,74.281502,,,,,66.666667,70.833333,,,,0.045386,1.014797
sh600002,ÆëÂ³ÍËÊÐ,2003-12-09,,,,6.590000,6.610000,6.450000,6.610000,7.011302,,0.001515,5571393.000000,36481986.000000,0.015918,2313500000.000000,12889500000.000000,0.000000,0.000000,19.761993,1.423871,13.739256,2.660258,,,,,,,,,,,75.531986,76.348919,73.898122,ËÀ²æ,,,,66.666667,70.833333,,,,0.024242,0.650151
sh600002,ÆëÂ³ÍËÊÐ,2003-12-08,,,,6.670000,6.800000,6.550000,6.600000,7.000695,,-0.013453,7606674.000000,50652288.000000,0.021733,2310000000.000000,12870000000.000000,0.000000,0.000000,19.732099,1.421717,13.718473,2.656233,,,,,,,,,,,77.583694,76.757385,79.236313,,,,,66.666667,70.833333,,,,0.037369,0.839338
sh600002,ÆëÂ³ÍËÊÐ,2003-12-05,,,,6.720000,6.810000,6.660000,6.690000,7.096160,,-0.004464,8115012.000000,54690138.000000,0.023186,2341500000.000000,13045500000.000000,0.000000,0.000000,20.001174,1.441104,13.905544,2.692455,,,,,,,,,,,81.164273,76.344230,90.804360,,,,,75.000000,69.444444,,,,0.022321,0.889249
sh600002,ÆëÂ³ÍËÊÐ,2003-12-04,,,,6.600000,6.800000,6.560000,6.720000,7.127979,,0.018182,8989414.000000,60228880.000000,0.025684,2352000000.000000,13104000000.000000,0.000000,0.000000,20.090860,1.447566,13.967897,2.704528,,,,,,,,,,,80.197114,73.934208,92.722926,,,,,75.000000,65.277778,,,,0.036364,1.104598
sh600002,ÆëÂ³ÍËÊÐ,2003-12-03,,,,6.450000,6.780000,6.400000,6.600000,7.000693,,0.020093,12564395.000000,83335059.000000,0.035898,2310000000.000000,12870000000.000000,0.000000,0.000000,19.732091,1.421717,13.718467,2.656232,,,,,,,,,,,75.851227,70.802755,85.948171,,,,,75.000000,62.500000,,,,0.058733,1.699440
sh600002,ÆëÂ³ÍËÊÐ,2003-12-02,,,,6.450000,6.590000,6.380000,6.470000,6.862799,,0.007788,8038041.000000,52197403.000000,0.022966,2264500000.000000,12616500000.000000,0.000000,0.000000,19.343424,1.393713,13.448252,2.603912,,,,,,,,,,,75.618946,68.278519,90.299799,,,,,66.666667,59.722222,,,,0.032710,1.378813
sh600002,ÆëÂ³ÍËÊÐ,2003-12-01,,,,6.220000,6.430000,6.200000,6.420000,6.809764,,0.033816,7921584.000000,50484243.000000,0.022633,2247000000.000000,12519000000.000000,0.000000,0.000000,19.193941,1.382942,13.344326,2.583789,,,,,,,,,,,72.952228,64.608306,89.640072,,,,,66.666667,58.333333,,,,0.037037,1.459386
sh600002,ÆëÂ³ÍËÊÐ,2003-11-28,,,,6.180000,6.290000,6.110000,6.210000,6.587018,,0.001613,3177443.000000,19702794.000000,0.009078,2173500000.000000,12109500000.000000,0.000000,0.000000,18.566110,1.337707,12.907835,2.499274,,,,,,,,,,,60.492172,60.436345,60.603826,,,,,58.333333,56.944444,,,,0.029032,0.619703
sh600002,ÆëÂ³ÍËÊÐ,2003-11-27,,,,6.320000,6.420000,6.200000,6.200000,6.576410,,-0.018987,5264816.000000,33192481.000000,0.015042,2170000000.000000,12090000000.000000,0.000000,0.000000,18.536211,1.335552,12.887048,2.495249,,,,,,,,,,,63.564345,60.408431,69.876172,,,,,50.000000,56.944444,,,,0.034810,0.875358
sh600002,ÆëÂ³ÍËÊÐ,2003-11-26,,,,6.180000,6.350000,6.100000,6.320000,6.703693,,0.022654,4746529.000000,29504131.000000,0.013562,2212000000.000000,12324000000.000000,0.000000,0.000000,18.894970,1.361401,13.136470,2.543543,,,,,,,,,,,69.259561,58.830474,90.117733,,,,,58.333333,58.333333,,,,0.040453,0.770734
sh600002,ÆëÂ³ÍËÊÐ,2003-11-25,,,,6.270000,6.280000,6.120000,6.180000,6.555192,,-0.017488,6029762.000000,37287555.000000,0.017228,2163000000.000000,12051000000.000000,0.000000,0.000000,18.476405,1.331243,12.845469,2.487198,,,,,,,,,,,57.735495,53.615931,65.974623,,,,,58.333333,59.722222,,,,0.025437,0.958488
sh600002,ÆëÂ³ÍËÊÐ,2003-11-24,,,,6.130000,6.300000,6.080000,6.290000,6.671869,,0.024430,6418267.000000,39876275.000000,0.018338,2201500000.000000,12265500000.000000,0.000000,0.000000,18.805272,1.354938,13.074109,2.531469,,,,,,,,,,,54.250301,51.556149,59.638605,½ð²æ,,,,58.333333,59.722222,,,,0.035831,1.037486
sh600002,ÆëÂ³ÍËÊÐ,2003-11-21,,,,6.090000,6.290000,6.020000,6.140000,6.512762,,0.008210,7613001.000000,46982869.000000,0.021751,2149000000.000000,11973000000.000000,0.000000,0.000000,18.356815,1.322627,12.762325,2.471100,,,,,,,,,,,42.089738,50.209073,25.851067,,,,,58.333333,59.722222,,,,0.044335,1.379191
sh600002,ÆëÂ³ÍËÊÐ,2003-11-20,,,,6.020000,6.120000,5.960000,6.090000,6.459728,,0.008278,5984713.000000,36153800.000000,0.017099,2131500000.000000,11875500000.000000,0.000000,0.000000,18.207333,1.311856,12.658400,2.450977,,,,,,,,,,,44.384607,54.268741,24.616338,,,,,58.333333,59.722222,,,,0.026490,1.215060
sh600002,ÆëÂ³ÍËÊÐ,2003-11-19,,,,6.050000,6.110000,5.970000,6.040000,6.406693,,-0.013072,5408792.000000,32649417.000000,0.015454,2114000000.000000,11778000000.000000,0.000000,0.000000,18.057850,1.301086,12.554474,2.430855,,,,,,,,,,,46.749324,59.210809,21.826355,,,,,58.333333,61.111111,,,,0.022876,1.120825
sh600002,ÆëÂ³ÍËÊÐ,2003-11-18,,,,6.060000,6.150000,5.970000,6.120000,6.491551,,0.008237,5507051.000000,33307271.000000,0.015734,2142000000.000000,11934000000.000000,0.000000,0.000000,18.297028,1.318319,12.720760,2.463052,,,,,,,,,,,54.606744,65.441551,32.937132,,,,,66.666667,63.888889,,,,0.029654,1.015002
sh600002,ÆëÂ³ÍËÊÐ,2003-11-17,,,,6.190000,6.210000,6.060000,6.070000,6.438517,,-0.014610,3085961.000000,18845095.000000,0.008817,2124500000.000000,11836500000.000000,0.000000,0.000000,18.147547,1.307549,12.616835,2.442929,,,,,,,,,,,59.496324,70.858954,36.771062,,,,,58.333333,65.277778,,,,0.024351,0.353094
sh600002,ÆëÂ³ÍËÊÐ,2003-11-14,,,,6.100000,6.210000,6.070000,6.160000,6.533978,,0.006536,4640725.000000,28475908.000000,0.013259,2156000000.000000,12012000000.000000,0.000000,0.000000,18.416614,1.326935,12.803900,2.479150,,,,,,,,,,,71.141037,76.540269,60.342572,,,,,58.333333,66.666667,,,,0.022876,0.466254
sh600002,ÆëÂ³ÍËÊÐ,2003-11-13,,,,6.190000,6.250000,6.070000,6.120000,6.491550,,-0.022364,5486082.000000,33738322.000000,0.015675,2142000000.000000,11934000000.000000,0.000000,0.000000,18.297024,1.318319,12.720757,2.463051,,,,,,,,,,,77.299791,79.239886,73.419602,ËÀ²æ,,,,58.333333,69.444444,,,,0.028754,0.480100
sh600002,ÆëÂ³ÍËÊÐ,2003-11-12,,,,6.330000,6.380000,6.100000,6.260000,6.640048,,-0.014173,8408450.000000,52584091.000000,0.024024,2191000000.000000,12207000000.000000,0.000000,0.000000,18.715580,1.348476,13.011752,2.519395,,,,,,,,,,,82.970963,80.209933,88.493023,,,,,66.666667,70.833333,,,,0.044094,0.625439
sh600002,ÆëÂ³ÍËÊÐ,2003-11-11,,,,6.210000,6.440000,6.180000,6.350000,6.735510,,0.022544,22077635.000000,140309234.000000,0.063079,2222500000.000000,12382500000.000000,0.000000,0.000000,18.984649,1.367863,13.198819,2.555616,,,,,,,,,,,83.547354,78.829418,92.983226,,,,,75.000000,70.833333,,,,0.041868,1.529067
sh600002,ÆëÂ³ÍËÊÐ,2003-11-10,,,,5.880000,6.230000,5.860000,6.210000,6.587012,,0.045455,9153141.000000,55427157.000000,0.026152,2173500000.000000,12109500000.000000,0.000000,0.000000,18.566095,1.337705,12.907825,2.499272,,,,,,,,,,,79.866485,76.470450,86.658556,½ð²æ,,,,75.000000,69.444444,,,,0.062290,0.663578
sh600002,ÆëÂ³ÍËÊÐ,2003-11-07,,,,6.150000,6.160000,5.900000,5.940000,6.300618,,-0.038835,12009518.000000,72166850.000000,0.034313,2079000000.000000,11583000000.000000,0.000000,0.000000,17.758866,1.279544,12.346609,2.390607,,,,,,,,,,,73.458264,74.772432,70.829929,ËÀ²æ,,,,66.666667,66.666667,,,,0.042071,0.892706
sh600002,ÆëÂ³ÍËÊÐ,2003-11-06,,,,6.100000,6.270000,6.070000,6.180000,6.555189,,0.013115,15571666.000000,95922997.000000,0.044490,2163000000.000000,12051000000.000000,0.000000,0.000000,18.476397,1.331243,12.845463,2.487197,,,,,,,,,,,80.309348,75.429516,90.069011,,,,,75.000000,65.277778,,,,0.032787,1.341490
sh600002,ÆëÂ³ÍËÊÐ,2003-11-05,,,,5.920000,6.170000,5.880000,6.100000,6.470330,,0.026936,13381193.000000,81098357.000000,0.038232,2135000000.000000,11895000000.000000,0.000000,0.000000,18.237216,1.314009,12.679176,2.455000,,,,,,,,,,,75.951827,72.989600,81.876279,½ð²æ,,,,66.666667,62.500000,,,,0.048822,1.485745
sh600002,ÆëÂ³ÍËÊÐ,2003-11-04,,,,5.800000,6.200000,5.760000,5.940000,6.300617,,0.024138,18852591.000000,113578753.000000,0.053865,2079000000.000000,11583000000.000000,0.000000,0.000000,17.758863,1.279544,12.346607,2.390607,,,,,,,,,,,70.594407,71.508487,68.766245,ËÀ²æ,,,,66.666667,59.722222,,,,0.075862,2.457767
